MoleculeID,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP
Molecule_1476,3.52,[3.49:3.52],1,0.998,0.892
Molecule_1477,2.25,[1.15:3.35],1,0.284,0.414
Molecule_1479,0.41,[0.31:0.51],1,0.998,0.886
Molecule_1480,0.35,[0.35:0.42],1,0.998,0.788
Molecule_1481,-1.54,[-1.61:-1.47],1,0.998,0.831
Molecule_1482,1.83,[0.76:2.9],1,0.605,0.564
Molecule_1483,2.99,[2.96:3.02],1,0.998,0.934
Molecule_1484,3.7,[3.64:3.76],1,0.998,0.892
Molecule_1485,6.14,[4.63:7.6],1,0.559,0.398
Molecule_1486,1.57,[0.67:2.47],1,0.642,0.598
Molecule_1487,3.02,[2.66:3.38],1,0.54,0.663
Molecule_1488,3.07,[3:3.14],1,0.998,0.875
Molecule_1489,3.82,[3.78:3.83],1,0.998,0.914
Molecule_1490,6.74,[6:7.67],0,0.465,0.491
Molecule_1491,4.8,[2.39:6.58],1,0.428,0.18
Molecule_1492,5.77,[5.7:5.77],1,0.998,0.78
Molecule_1493,1.09,[1.06:1.09],1,0.998,0.934
Molecule_1494,-3.05,[-3.69:-2.41],0,0.279,0.5
Molecule_1495,2.18,[1.49:2.87],1,0.484,0.626
Molecule_1496,-0.66,[-2.69:1.37],1,0.454,0.257
Molecule_1497,0.94,[0.91:0.97],1,0.998,0.876
Molecule_1498,1.83,[1.35:2.31],1,0.475,0.584
Molecule_1499,3.8,[3.75:3.85],1,0.998,0.824
Molecule_1500,6.62,[6.2:7.04],1,0.645,0.718
Molecule_1501,3.45,[3.4:3.5],1,0.998,0.878
Molecule_1502,5.96,[4.54:7.38],1,0.41,0.362
Molecule_1503,6.13,[4.1:8.16],0,0.292,0.233
Molecule_1504,0.84,[0.84:0.89],1,0.998,0.882
Molecule_1505,5.26,[4.82:5.7],1,0.508,0.618
Molecule_1506,-1.45,[-2.36:-0.54],1,0.588,0.543
Molecule_1507,-1.4,[-1.45:-1.35],1,0.998,0.948
Molecule_1508,1.7,[0.88:2.42],1,0.556,0.616
Molecule_1509,-0.57,[-0.57:-0.52],1,0.998,0.856
Molecule_1510,-2.8,[-2.82:-2.78],1,0.998,0.911
Molecule_1511,-0.24,[-0.56:0.08],1,0.622,0.75
Molecule_1512,0.4,[0.22:0.58],1,0.564,0.747
Molecule_1513,1.47,[0.28:2.66],1,0.585,0.491
Molecule_1514,3.9,[3.9:3.93],1,0.998,0.892
Molecule_1515,5.74,[5.72:5.76],1,0.998,0.976
Molecule_1517,6.12,[5.07:6.97],1,0.597,0.482
Molecule_1518,7.01,[6.15:8.37],1,0.621,0.438
Molecule_1519,-0.22,[-0.26:-0.18],1,0.998,0.864
Molecule_1520,2.15,[1.9:2.6],1,0.745,0.732
Molecule_1521,0.93,[0.89:0.97],1,0.998,0.902
Molecule_1524,0.6,[0.58:0.62],1,0.998,0.969
Molecule_1525,-2.04,[-3.3:-1.04],1,0.512,0.421
Molecule_1526,3.21,[3.18:3.24],1,0.998,0.914
Molecule_1528,2.14,[1.79:2.42],1,0.557,0.714
Molecule_1530,-1.31,[-1.94:-0.57],1,0.401,0.577
Molecule_1531,3.14,[2.36:3.92],1,0.461,0.601
Molecule_1532,5.45,[4.4:6.56],1,0.331,0.395
Molecule_1533,-0.25,[-0.28:-0.22],1,0.998,0.976
Molecule_1535,2.75,[2.71:2.79],1,0.998,0.96
Molecule_1536,5.4,[5.33:5.4],1,0.998,0.811
Molecule_1538,2.79,[1.82:3.76],0,0.41,0.524
Molecule_1542,6.37,[6.18:6.5],0,0.485,0.67
Molecule_1544,-0.81,[-0.83:-0.79],1,0.998,0.927
Molecule_1545,2.31,[1.15:3.63],1,0.613,0.462
Molecule_1546,1.06,[1.02:1.1],1,0.998,0.919
Molecule_1547,-0.31,[-1.64:1.02],1,0.48,0.444
Molecule_1548,0.46,[0.41:0.51],1,0.998,0.911
Molecule_1550,-4.34,[-4.43:-4.25],1,0.998,0.887
Molecule_1551,2.84,[1.6:4.08],1,0.521,0.539
Molecule_1553,3.46,[2.99:3.93],1,0.58,0.707
Molecule_1554,2.37,[0.98:3.76],1,0.537,0.473
Molecule_1556,2.87,[1.72:4.02],0,0.35,0.453
Molecule_1557,4.18,[4.13:4.23],1,0.998,0.895
Molecule_1558,5.5,[5.47:5.53],1,0.998,0.893
Molecule_1559,-0.77,[-0.78:-0.46],1,0.998,0.661
Molecule_1560,2.47,[2.42:2.52],1,0.998,0.851
Molecule_1561,4.65,[4.54:4.65],1,0.998,0.738
Molecule_1562,2.83,[2.34:3.32],1,0.652,0.682
Molecule_1563,1.67,[1.34:2.01],1,0.715,0.771
Molecule_1564,-0.45,[-0.49:-0.41],1,0.998,0.888
Molecule_1565,3.93,[1.87:5.99],1,0.502,0.266
Molecule_1566,0.11,[0.11:0.18],1,0.998,0.828
Molecule_1567,5.03,[3.65:6.41],1,0.569,0.519
Molecule_1568,5.7,[5.7:5.77],1,0.998,0.808
Molecule_1569,6.5,[6.37:6.63],1,0.998,0.819
Molecule_1571,4.12,[4.06:4.18],1,0.998,0.937
Molecule_1572,6.61,[6.57:6.65],1,0.998,0.957
Molecule_1573,4.73,[4.68:4.78],1,0.998,0.913
Molecule_1574,3.99,[3.97:4.01],1,0.998,0.965
Molecule_1575,4.45,[3.53:5.37],1,0.525,0.548
Molecule_1576,2.73,[0.76:4.7],1,0.346,0.3
Molecule_1577,2.07,[0.88:3.26],1,0.522,0.493
Molecule_1578,5.2,[5.09:5.31],1,0.998,0.856
Molecule_1579,0.64,[0.04:1.24],1,0.578,0.589
Molecule_1580,-0.33,[-1.01:0.35],1,0.488,0.626
Molecule_1581,0.97,[0.17:1.77],1,0.445,0.535
Molecule_1582,2.12,[2.12:2.17],1,0.998,0.866
Molecule_1583,3.63,[3.14:4.12],1,0.491,0.668
Molecule_1584,0.39,[-1.38:2.16],0,0.33,0.262
Molecule_1585,5.6,[5.42:5.61],1,0.998,0.728
Molecule_1586,-2.94,[-3.11:-2.77],1,0.998,0.731
Molecule_1587,6.71,[5.63:7.79],0,0.4,0.447
Molecule_1588,6.6,[5.83:7.37],0,0.4,0.506
Molecule_1589,6.36,[5.16:7.56],0,0.464,0.437
Molecule_1590,1.16,[0.24:2.08],1,0.437,0.501
Molecule_1591,1.91,[1.09:2.73],1,0.621,0.581
Molecule_1592,1.47,[0.78:2.16],0,0.306,0.483
Molecule_1593,4.99,[4.86:5],1,0.998,0.76
Molecule_1594,2.8,[2.73:2.87],1,0.998,0.892
Molecule_1595,4.42,[3.14:5.7],1,0.563,0.496
Molecule_1596,3.66,[3.61:3.66],1,0.998,0.847
Molecule_1597,2.88,[1.88:3.88],1,0.481,0.544
Molecule_1598,1.27,[0.75:1.79],1,0.643,0.717
Molecule_1599,1.18,[0.27:2.09],1,0.439,0.504
Molecule_1600,2.61,[0.28:4.94],1,0.532,0.223
Molecule_1601,1.93,[-0.15:4.15],0,0.195,0.155
Molecule_1602,3.43,[2.6:4.26],1,0.591,0.566
Molecule_1603,4.66,[4.34:4.98],1,0.442,0.716
Molecule_1604,3.52,[2.52:4.52],1,0.564,0.514
Molecule_1605,7.73,[6.54:8.92],0,0.495,0.448
Molecule_1606,3.31,[2.6:4.08],1,0.564,0.594
Molecule_1607,-1.59,[-3.72:0.54],0,0.347,0.218
Molecule_1608,3.4,[2.95:3.83],1,0.621,0.674
Molecule_1609,6.62,[5.26:8.13],1,0.412,0.366
Molecule_1610,2.9,[0.13:5.67],0,0.104,0.1
Molecule_1611,2,[1.92:2.08],1,0.998,0.747
Molecule_1612,1.27,[0.45:2.24],1,0.597,0.562
Molecule_1613,2.97,[2.48:3.46],1,0.331,0.578
Molecule_1614,3.2,[3.16:3.24],1,0.998,0.925
Molecule_1615,1.26,[0.9:1.81],1,0.455,0.661
Molecule_1616,3.15,[1.04:6.28],1,0.423,0.1
Molecule_1617,2.9,[2.84:2.96],1,0.998,0.932
Molecule_1618,4.28,[2.8:5.76],1,0.355,0.345
Molecule_1619,-2.81,[-2.89:-2.81],1,0.998,0.76
Molecule_1620,5.45,[5.41:5.45],1,0.998,0.865
Molecule_1622,6.5,[6.38:6.62],1,0.998,0.793
Molecule_1623,0.42,[-0.58:1.33],1,0.511,0.507
Molecule_1624,4.64,[4.61:4.67],1,0.998,0.933
Molecule_1625,4.9,[4.35:5.45],1,0.52,0.586
Molecule_1626,2.83,[2.44:3.1],1,0.499,0.66
Molecule_1627,6.4,[6.08:6.72],1,0.576,0.696
Molecule_1628,3.62,[2.79:4.45],1,0.556,0.603
Molecule_1629,1.35,[0.6:2.1],0,0.13,0.425
Molecule_1630,1.22,[0.03:2.81],1,0.627,0.406
Molecule_1631,3.47,[3.44:3.5],1,0.998,0.978
Molecule_1633,3.44,[2.83:4.05],1,0.512,0.583
Molecule_1634,-0.07,[-0.66:0.5],1,0.638,0.644
Molecule_1635,2.8,[2.68:2.92],1,0.998,0.839
Molecule_1636,1.18,[1.11:1.18],1,0.998,0.816
Molecule_1638,8.7,[8.59:8.7],1,0.998,0.715
Molecule_1639,4.28,[4.23:4.28],1,0.998,0.837
Molecule_1640,5.29,[5.26:5.32],1,0.998,0.96
Molecule_1641,1.12,[-0.98:3.22],1,0.487,0.301
Molecule_1642,5,[4:6],1,0.429,0.455
Molecule_1643,2.47,[2.44:2.47],1,0.998,0.918
Molecule_1644,2.34,[1.93:2.75],1,0.646,0.752
Molecule_1645,-1.69,[-2.71:-1.04],1,0.43,0.461
Molecule_1646,5.03,[2.64:7.42],0,0.428,0.206
Molecule_1647,0.5,[0.46:0.54],1,0.998,0.946
Molecule_1648,1.2,[1.19:1.38],1,0.998,0.708
Molecule_1649,-3.3,[-4.5:-1.65],0,0.348,0.294
Molecule_1650,6.5,[6.44:6.56],1,0.998,0.89
Molecule_1651,5.71,[4.85:6.5],0,0.382,0.476
Molecule_1652,5.98,[4.67:7.29],0,0.349,0.383
Molecule_1653,2.23,[1.23:3.1],1,0.578,0.515
Molecule_1654,4.12,[3.86:4.38],1,0.619,0.747
Molecule_1655,1.73,[1.69:1.77],1,0.998,0.914
Molecule_1656,2.96,[2.9:3.02],1,0.998,0.958
Molecule_1657,3.81,[3.4:4.22],1,0.568,0.679
Molecule_1659,6.59,[6.54:6.64],1,0.998,0.864
Molecule_1660,3.39,[2.04:4.74],1,0.484,0.406
Molecule_1661,0.93,[0.88:0.93],1,0.998,0.818
Molecule_1662,-0.86,[-0.97:-0.75],1,0.574,0.754
Molecule_1663,0.3,[0.28:0.32],1,0.998,0.902
Molecule_1664,2.06,[1.52:2.6],1,0.502,0.634
Molecule_1665,2.98,[2.94:3.02],1,0.998,0.901
Molecule_1666,2.1,[2.08:2.12],1,0.998,0.957
Molecule_1667,2.2,[1.27:3.13],1,0.425,0.444
Molecule_1668,3.72,[3.58:3.73],1,0.998,0.738
Molecule_1669,-1.44,[-1.78:-0.9],1,0.342,0.554
Molecule_1670,-4.49,[-4.5:-4.21],1,0.998,0.66
Molecule_1671,2.61,[2.55:2.67],1,0.998,0.879
Molecule_1672,6.63,[6.6:6.66],1,0.998,0.962
Molecule_1673,-0.63,[-2.07:0.61],1,0.526,0.389
Molecule_1674,2.21,[2.21:2.25],1,0.998,0.897
Molecule_1675,2.18,[2.15:2.21],1,0.998,0.906
Molecule_1676,2.67,[1.67:3.67],1,0.442,0.462
Molecule_1677,3.9,[3.85:3.95],1,0.998,0.887
Molecule_1678,0.98,[0.65:1.31],1,0.804,0.791
Molecule_1679,0.17,[0.11:0.23],1,0.998,0.847
Molecule_1680,3.87,[3.3:4.48],1,0.52,0.593
Molecule_1681,3.84,[3.81:3.87],1,0.998,0.964
Molecule_1682,3.41,[3.38:3.44],1,0.998,0.938
Molecule_1683,2.3,[2.03:2.57],1,0.437,0.688
Molecule_1684,6.58,[6.54:6.62],1,0.998,0.942
Molecule_1685,-1.21,[-3.36:0.94],1,0.599,0.288
Molecule_1686,1.35,[0.82:1.88],1,0.66,0.674
Molecule_1687,-1.57,[-2.33:-0.89],0,0.345,0.508
Molecule_1688,2.13,[1.69:2.54],1,0.585,0.664
Molecule_1689,1.6,[1.45:1.75],1,0.61,0.757
Molecule_1690,-2.36,[-2.37:-2.21],1,0.998,0.732
Molecule_1691,1.73,[1.73:1.82],1,0.998,0.792
Molecule_1692,-2.4,[-3.24:-1.19],1,0.303,0.347
Molecule_1693,-2.33,[-3:-1.61],1,0.525,0.537
Molecule_1694,0.42,[-1.23:2.07],1,0.501,0.331
Molecule_1695,6.7,[6.59:6.7],1,0.998,0.774
Molecule_1696,3.93,[2.7:4.8],1,0.572,0.475
Molecule_1697,5.26,[2.86:7.66],1,0.414,0.179
Molecule_1698,1.47,[-0.52:3.05],1,0.682,0.339
Molecule_1699,5.13,[4.38:5.76],1,0.574,0.654
Molecule_1700,3.8,[3.76:3.8],1,0.998,0.856
Molecule_1701,3.6,[3.56:3.6],1,0.998,0.86
Molecule_1702,0.03,[0.02:0.08],1,0.998,0.81
Molecule_1703,2.73,[1.99:3.57],0,0.325,0.541
Molecule_1704,4.03,[2.91:5.35],1,0.468,0.477
Molecule_1705,1.6,[1.6:1.68],1,0.998,0.802
Molecule_1706,2.66,[2.66:2.71],1,0.998,0.831
Molecule_1707,3.04,[2.91:3.17],1,0.795,0.851
Molecule_1708,1.68,[1.05:2.31],1,0.437,0.588
Molecule_1709,0.92,[-0.47:2.31],1,0.311,0.321
Molecule_1710,4.15,[4.12:4.15],1,0.998,0.872
Molecule_1711,0.77,[0.71:0.83],1,0.998,0.869
Molecule_1712,4.11,[2.72:5.49],1,0.429,0.376
Molecule_1713,-1.68,[-1.77:-1.59],1,0.998,0.889
Molecule_1714,-2.53,[-5.09:0.03],1,0.452,0.153
Molecule_1715,-0,[-0.13:0],1,0.998,0.725
Molecule_1716,-1.33,[-2.78:0.89],1,0.611,0.293
Molecule_1717,2.08,[1.86:2.3],1,0.53,0.759
Molecule_1718,8.03,[7.94:8.12],1,0.998,0.865
Molecule_1719,-2.76,[-4.2:-1.28],0,0.398,0.357
Molecule_1720,4.75,[4.7:4.8],1,0.998,0.975
Molecule_1721,2.82,[2.42:3.1],1,0.511,0.662
Molecule_1722,1.92,[0.78:2.94],1,0.499,0.483
Molecule_1723,2.92,[2.87:2.97],1,0.998,0.85
Molecule_1724,6.37,[6:6.74],1,0.725,0.801
Molecule_1725,-2.4,[-2.45:-2.35],1,0.998,0.883
Molecule_1726,2.82,[2.82:2.87],1,0.998,0.857
Molecule_1727,0.85,[-0.54:2.24],1,0.338,0.332
Molecule_1729,1.49,[0.87:2.08],1,0.605,0.599
Molecule_1730,-0.47,[-0.67:-0.27],1,0.627,0.787
Molecule_1731,1.01,[0.33:1.69],1,0.594,0.638
Molecule_1732,4.95,[4.93:4.97],1,0.998,0.942
Molecule_1733,3.01,[2.06:3.85],1,0.484,0.539
Molecule_1734,2.15,[2:2.3],1,0.766,0.86
Molecule_1735,-1.4,[-1.46:-1.34],1,0.998,0.768
Molecule_1736,3.3,[2.74:3.86],1,0.527,0.635
Molecule_1737,4.99,[3.17:6.81],1,0.668,0.364
Molecule_1738,3.24,[2.98:3.48],1,0.604,0.71
Molecule_1739,-0.95,[-1.66:-0.24],0,0.459,0.574
Molecule_1740,4,[4:4.12],1,0.998,0.772
Molecule_1741,-3.98,[-4.4:-3.56],0,0.505,0.601
Molecule_1742,6.32,[6.01:6.65],1,0.893,0.827
Molecule_1743,-0.63,[-3.15:1.89],1,0.226,0.1
Molecule_1744,5.16,[5.1:5.22],1,0.998,0.931
Molecule_1745,2.27,[2.04:2.46],1,0.684,0.782
Molecule_1747,2.39,[1.68:3.1],1,0.634,0.645
Molecule_1748,0.83,[0.5:1.18],1,0.543,0.661
Molecule_1749,0.67,[0.62:0.72],1,0.998,0.848
Molecule_1750,5.29,[4.36:6.13],1,0.623,0.566
Molecule_1751,3.73,[1.57:5.89],1,0.441,0.239
Molecule_1752,-0.33,[-1.1:0.51],1,0.393,0.489
Molecule_1753,3.45,[3.27:3.63],1,0.492,0.736
Molecule_1754,5.05,[4.59:5.51],1,0.718,0.753
Molecule_1756,7.53,[6:9.67],0,0.434,0.229
Molecule_1757,3.1,[3.05:3.15],1,0.998,0.918
Molecule_1758,8.98,[8.64:9],1,0.998,0.648
Molecule_1760,6.5,[6.46:6.54],1,0.998,0.927
Molecule_1761,2.79,[2.46:3.12],1,0.767,0.769
Molecule_1764,4.78,[4.69:4.78],1,0.998,0.779
Molecule_1765,5.21,[5.18:5.24],1,0.998,0.963
Molecule_1766,-1.45,[-2.71:-0.19],1,0.321,0.361
Molecule_1767,1.91,[0.6:3.35],1,0.468,0.415
Molecule_1768,0.84,[-0.83:2.51],1,0.556,0.356
Molecule_1769,2.38,[1.89:2.87],1,0.682,0.707
Molecule_1770,1.96,[1.71:2.21],0,0.456,0.674
Molecule_1771,1.11,[0.7:1.67],1,0.551,0.62
Molecule_1773,3.47,[1.56:5.38],1,0.439,0.275
Molecule_1774,-0.25,[-0.68:0.32],1,0.665,0.731
Molecule_1775,-1.16,[-2.58:0.24],1,0.61,0.479
Molecule_1776,6.19,[6.04:6.2],1,0.998,0.74
Molecule_1777,1.64,[0.81:2.47],1,0.431,0.545
Molecule_1778,0.9,[0.86:0.94],1,0.998,0.974
Molecule_1779,1.67,[1.49:1.85],1,0.998,0.838
Molecule_1781,2.02,[-0.1:3.58],1,0.525,0.285
Molecule_1782,5.2,[5.13:5.27],1,0.998,0.955
Molecule_1783,2.96,[1.34:4.58],1,0.5,0.399
Molecule_1784,-3.36,[-4.5:-1.75],0,0.363,0.307
Molecule_1785,5.91,[5.45:6.37],1,0.674,0.676
Molecule_1786,4.6,[2.96:6.24],1,0.368,0.313
Molecule_1787,2.23,[1.33:3],1,0.364,0.459
Molecule_1788,1.46,[1.38:1.46],1,0.998,0.79
Molecule_1789,3.3,[3.27:3.33],1,0.998,0.872
Molecule_1790,3.04,[2.45:3.63],1,0.43,0.567
Molecule_1791,1.91,[0.7:3.16],1,0.7,0.488
Molecule_1792,3.8,[3.34:4.27],1,0.467,0.624
Molecule_1793,6.2,[6.15:6.25],1,0.998,0.815
Molecule_1794,3.5,[3.5:3.55],1,0.998,0.852
Molecule_1795,0.23,[0.14:0.24],1,0.998,0.835
Molecule_1796,2.77,[2.25:3.29],1,0.488,0.627
Molecule_1798,-1.45,[-3.83:0.93],1,0.505,0.208
Molecule_1799,1.76,[1.44:1.98],1,0.591,0.693
Molecule_1800,2.42,[2.42:2.44],1,0.998,0.942
Molecule_1802,8.1,[6.5:10.09],1,0.504,0.276
Molecule_1803,5.4,[5.34:5.46],1,0.998,0.9
Molecule_1804,-0.56,[-1.9:0.5],1,0.457,0.379
Molecule_1805,2.22,[2.17:2.27],1,0.998,0.863
Molecule_1806,1.37,[0.1:2.64],1,0.415,0.413
Molecule_1807,2.33,[1.77:2.84],1,0.527,0.618
Molecule_1808,5.81,[5.76:5.86],1,0.998,0.965
Molecule_1809,3.4,[3.38:3.42],1,0.998,0.92
Molecule_1810,0.69,[0.34:1.04],1,0.614,0.739
Molecule_1811,3.23,[3.18:3.28],1,0.998,0.927
Molecule_1812,2.01,[2.01:2.05],1,0.998,0.895
Molecule_1813,1.17,[1.15:1.19],1,0.998,0.952
Molecule_1814,-0.35,[-0.42:-0.28],1,0.998,0.784
Molecule_1815,2.22,[0.13:4.31],1,0.516,0.305
Molecule_1816,-2.13,[-4.16:-0.1],0,0.436,0.241
Molecule_1817,0.11,[0.07:0.15],1,0.998,0.952
Molecule_1818,-2.27,[-4.05:-0.49],0,0.402,0.274
Molecule_1819,0.2,[0.15:0.25],1,0.998,0.881
Molecule_1820,6.04,[5.31:6.5],1,0.446,0.504
Molecule_1821,1.11,[0.65:1.57],1,0.541,0.624
Molecule_1822,2.82,[1.82:3.82],1,0.514,0.527
Molecule_1823,1.32,[0.67:1.97],0,0.433,0.553
Molecule_1824,2.5,[2.47:2.53],1,0.998,0.93
Molecule_1825,6.08,[5.67:6.49],1,0.484,0.657
Molecule_1826,3.21,[3.14:3.28],1,0.998,0.898
Molecule_1827,5.95,[4.98:6.7],1,0.507,0.492
Molecule_1828,2.21,[2.14:2.28],1,0.998,0.814
Molecule_1829,-0.79,[-0.8:-0.68],1,0.998,0.743
Molecule_1830,-2.03,[-2.68:-1.38],1,0.215,0.473
Molecule_1831,3.17,[3.16:3.18],1,0.998,0.992
Molecule_1832,0.17,[-1.18:1.52],1,0.476,0.366
Molecule_1833,3.23,[3.21:3.25],1,0.998,0.98
Molecule_1834,2.42,[0.66:4.18],1,0.49,0.335
Molecule_1835,-0.02,[-0.45:0.48],1,0.527,0.639
Molecule_1836,-0.31,[-3.4:3.44],1,0.523,0.1
Molecule_1837,0.54,[0.18:0.9],1,0.63,0.667
Molecule_1838,6.2,[6.14:6.26],1,0.998,0.901
Molecule_1839,0.85,[-0.43:1.96],0,0.156,0.329
Molecule_1840,1.23,[1.12:1.34],1,0.998,0.849
Molecule_1841,0.82,[0.33:1.56],1,0.63,0.576
Molecule_1842,3.3,[2.37:4.56],1,0.426,0.463
Molecule_1843,6.74,[5.67:7.81],0,0.39,0.445
Molecule_1844,1.72,[0.51:2.93],1,0.475,0.415
Molecule_1845,2.6,[1.6:3.6],1,0.477,0.505
Molecule_1846,0.89,[0.89:0.93],1,0.998,0.872
Molecule_1847,4.59,[4.3:4.94],1,0.452,0.604
Molecule_1848,-0.13,[-0.97:0.71],1,0.399,0.423
Molecule_1849,-2.91,[-4.3:-1.3],1,0.766,0.467
Molecule_1850,1.94,[1.86:1.94],1,0.998,0.79
Molecule_1851,-1.69,[-2.71:-1.04],1,0.43,0.461
Molecule_1852,0.92,[0.68:1.16],1,0.586,0.754
Molecule_1854,6.6,[5.5:7.7],0,0.425,0.445
Molecule_1855,1.7,[1.64:1.76],1,0.998,0.9
Molecule_1856,4.73,[4.7:4.76],1,0.998,0.893
Molecule_1857,-0.36,[-1.59:0.87],1,0.728,0.547
Molecule_1859,2.2,[0.4:4],1,0.487,0.325
Molecule_1860,0.37,[-0.13:0.87],1,0.578,0.664
Molecule_1861,4.49,[4.44:4.54],1,0.998,0.892
Molecule_1862,4.6,[4.56:4.6],1,0.998,0.868
Molecule_1863,2.71,[2.7:2.81],1,0.998,0.816
Molecule_1864,6.52,[6.38:6.66],1,0.998,0.884
Molecule_1865,2.02,[0.25:3.79],1,0.561,0.337
Molecule_1866,4.19,[3.4:4.96],1,0.517,0.605
Molecule_1867,1.7,[1.64:1.7],1,0.998,0.812
Molecule_1868,5,[4.95:5],1,0.998,0.802
Molecule_1869,7.51,[6.5:8.86],1,0.362,0.379
Molecule_1870,-0.47,[-0.52:-0.42],1,0.998,0.951
Molecule_1871,4.5,[4.43:4.5],1,0.998,0.833
Molecule_1872,0.88,[0.85:0.91],1,0.998,0.979
Molecule_1873,0.13,[-1.05:1.22],1,0.439,0.456
Molecule_1874,-1.61,[-2.63:-0.59],1,0.365,0.438
Molecule_1875,-0.9,[-1.38:-0.42],1,0.447,0.633
Molecule_1876,2.6,[2.6:2.69],1,0.998,0.776
Molecule_1877,4.39,[4.09:4.69],1,0.729,0.793
Molecule_1878,-2.66,[-4.66:-0.66],1,0.413,0.237
Molecule_1879,0.35,[-1.57:2.27],1,0.452,0.275
Molecule_1880,1.35,[0.89:1.81],1,0.425,0.592
Molecule_1881,1.85,[1.4:2.63],1,0.458,0.575
Molecule_1882,0.52,[0.1:0.94],1,0.418,0.65
Molecule_1883,-1.47,[-4.05:0.79],1,0.388,0.141
Molecule_1884,-2.05,[-4:-0.1],0,0.398,0.264
Molecule_1885,1.4,[1.3:1.5],1,0.998,0.801
Molecule_1886,1.02,[0.33:1.71],1,0.561,0.581
Molecule_1887,3.1,[3.1:3.17],1,0.998,0.816
Molecule_1888,4.46,[4.43:4.49],1,0.998,0.936
Molecule_1889,3.31,[2.82:3.8],1,0.447,0.676
Molecule_1890,5.54,[5.46:5.62],1,0.998,0.949
Molecule_1891,3.41,[1.72:5.1],1,0.445,0.348
Molecule_1892,2.36,[0.73:3.99],1,0.45,0.371
Molecule_1893,5.69,[5.51:5.87],0,0.323,0.596
Molecule_1894,1.34,[1.09:1.57],1,0.625,0.774
Molecule_1895,1.37,[0.73:2.01],1,0.529,0.619
Molecule_1896,-0.86,[-0.92:-0.8],1,0.998,0.956
Molecule_1897,4.07,[3:4.91],1,0.517,0.568
Molecule_1898,2.25,[2.21:2.29],1,0.998,0.903
Molecule_1900,6.89,[6.84:6.89],1,0.998,0.813
Molecule_1901,1.35,[1.34:1.45],1,0.998,0.776
Molecule_1902,6.26,[6.14:6.27],1,0.998,0.73
Molecule_1903,1.73,[0.6:2.61],1,0.564,0.479
Molecule_1904,7.79,[7.56:7.8],1,0.998,0.689
Molecule_1905,4.19,[4.17:4.21],1,0.998,0.983
Molecule_1906,1.23,[0.46:2],1,0.568,0.613
Molecule_1907,4.74,[4.63:4.75],1,0.998,0.763
Molecule_1908,3.43,[3.41:3.43],1,0.998,0.955
Molecule_1909,3.34,[3.3:3.38],1,0.998,0.96
Molecule_1910,6.9,[6:7.97],1,0.534,0.467
Molecule_1911,3.32,[3.27:3.37],1,0.998,0.849
Molecule_1912,1.87,[0.93:2.81],1,0.559,0.525
Molecule_1913,1.61,[1.19:2.03],1,0.751,0.791
Molecule_1914,3.8,[3.76:3.84],1,0.998,0.951
Molecule_1915,-0.39,[-0.59:-0.19],1,0.568,0.721
Molecule_1916,5.83,[5.31:6.35],1,0.582,0.635
Molecule_1917,2.67,[2.62:2.72],1,0.998,0.968
Molecule_1918,0.97,[-1.31:3.25],0,0.378,0.204
Molecule_1919,-1.76,[-1.77:-1.56],1,0.998,0.695
Molecule_1920,4.11,[3.46:4.76],1,0.442,0.558
Molecule_1921,6.8,[6.76:6.84],1,0.998,0.934
Molecule_1922,-0.15,[-0.15:-0.11],1,0.998,0.889
Molecule_1923,3.66,[3.02:4.3],1,0.532,0.609
Molecule_1924,1.05,[0.48:1.62],1,0.581,0.643
Molecule_1925,-2.82,[-2.86:-2.78],1,0.998,0.89
Molecule_1926,-0.26,[-3.54:3.5],1,0.539,0.1
Molecule_1927,1.67,[0.37:2.96],1,0.638,0.462
Molecule_1928,4.9,[4.84:4.9],1,0.998,0.822
Molecule_1929,0.65,[-0.96:2.26],1,0.551,0.37
Molecule_1930,0.68,[0.65:0.71],1,0.998,0.915
Molecule_1931,3.49,[2.92:4.06],1,0.569,0.619
Molecule_1932,4.3,[4.19:4.31],1,0.998,0.755
Molecule_1933,2.64,[1.67:3.35],1,0.656,0.556
Molecule_1934,4.57,[4.49:4.65],1,0.998,0.832
Molecule_1935,0.69,[-0.39:1.77],0,0.349,0.496
Molecule_1936,4.66,[4.58:4.74],1,0.998,0.858
Molecule_1937,-0.74,[-1.27:-0.21],1,0.315,0.555
Molecule_1938,-2.61,[-4.3:-0.61],0,0.242,0.218
Molecule_1939,-1.92,[-2.47:-1.54],1,0.432,0.577
Molecule_1940,1.18,[-0.47:2.92],1,0.43,0.284
Molecule_1941,2.11,[1.6:2.49],1,0.768,0.699
Molecule_1942,-0.1,[-0.91:0.71],1,0.33,0.411
Molecule_1943,-0.19,[-1:0.62],1,0.41,0.428
Molecule_1944,4.39,[2.15:6.63],1,0.51,0.247
Molecule_1945,-0.28,[-2:1.33],1,0.489,0.317
Molecule_1946,4.46,[4.21:4.71],1,0.744,0.792
Molecule_1947,3.52,[2.69:4.35],1,0.506,0.57
Molecule_1948,3.68,[3.65:3.71],1,0.998,0.937
Molecule_1949,4.84,[4.79:4.89],1,0.998,0.842
Molecule_1950,0.77,[0.73:0.81],1,0.998,0.932
Molecule_1951,0.59,[-0.26:1.44],1,0.585,0.626
Molecule_1952,1.36,[0.8:1.92],1,0.525,0.616
