MoleculeID,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP
Molecule_2432,2.02,[0.94:3.1],1,0.377,0.407
Molecule_2433,2.7,[2.68:2.72],1,0.998,0.96
Molecule_2434,6.86,[5.76:7.96],0,0.464,0.458
Molecule_2435,7.05,[6.15:8.46],1,0.507,0.399
Molecule_2436,8.49,[6.5:10.63],0,0.381,0.223
Molecule_2437,-0.42,[-1.68:0.84],0,0.322,0.41
Molecule_2438,4.2,[4.17:4.23],1,0.998,0.964
Molecule_2439,2.88,[0.74:5.02],1,0.441,0.237
Molecule_2440,-1.31,[-2.9:0.02],1,0.536,0.365
Molecule_2441,1.41,[1.12:1.7],1,0.604,0.708
Molecule_2443,4.2,[3.43:4.97],1,0.658,0.637
Molecule_2444,-0.17,[-0.17:-0.13],1,0.998,0.859
Molecule_2445,1.15,[1.12:1.18],1,0.998,0.978
Molecule_2446,3.2,[3.14:3.26],1,0.998,0.963
Molecule_2447,1.47,[0.03:2.91],0,0.287,0.315
Molecule_2449,0.53,[-2.38:3.44],1,0.465,0.108
Molecule_2450,-1.98,[-3.95:-0.01],1,0.439,0.262
Molecule_2451,2.17,[-0.83:5.17],1,0.295,0.1
Molecule_2452,2.13,[2.04:2.22],1,0.998,0.749
Molecule_2453,-0.4,[-1.79:0.99],1,0.482,0.424
Molecule_2454,3.11,[3.1:3.12],1,0.998,0.989
Molecule_2455,0.31,[-0.09:0.91],1,0.566,0.635
Molecule_2456,4.03,[3.53:4.4],1,0.644,0.687
Molecule_2457,-4.93,[-4.94:-4.67],1,0.998,0.679
Molecule_2458,1.43,[1.38:1.48],1,0.998,0.842
Molecule_2459,3.38,[2.88:3.99],1,0.544,0.627
Molecule_2460,3.54,[3.46:3.62],1,0.998,0.8
Molecule_2462,0.3,[0.3:0.39],1,0.998,0.755
Molecule_2463,1.6,[0.93:2.27],1,0.614,0.67
Molecule_2464,-0.3,[-1.62:1.02],1,0.717,0.521
Molecule_2465,2.43,[2.07:2.79],1,0.789,0.818
Molecule_2466,-2.95,[-4.59:-1.31],0,0.469,0.374
Molecule_2467,-0.41,[-2.55:1.73],1,0.431,0.231
Molecule_2468,2.83,[2.79:2.87],1,0.998,0.905
Molecule_2469,7.35,[5.46:9.24],0,0.297,0.24
Molecule_2470,3.83,[3.8:3.83],1,0.998,0.916
Molecule_2471,-0.18,[-1.91:1.55],0,0.331,0.244
Molecule_2473,0,[-0.04:0.04],1,0.998,0.874
Molecule_2474,4.35,[4.3:4.4],1,0.998,0.893
Molecule_2475,-0.96,[-2.3:0.38],1,0.317,0.351
Molecule_2476,3.98,[3.74:3.99],1,0.998,0.694
Molecule_2477,4.3,[4.21:4.39],1,0.998,0.78
Molecule_2478,6,[5.92:6],1,0.998,0.788
Molecule_2479,3.68,[2.54:4.82],1,0.625,0.51
Molecule_2480,-2.02,[-2.93:-1.3],1,0.465,0.491
Molecule_2481,-2.51,[-3.99:-1.03],0,0.548,0.387
Molecule_2483,5.44,[4.69:6.19],1,0.573,0.577
Molecule_2484,-0,[-0.01:0.01],1,0.998,0.938
Molecule_2485,-2.25,[-3.05:-0.56],0,0.536,0.353
Molecule_2486,5.93,[5.12:6.74],1,0.567,0.571
Molecule_2488,2.1,[2.05:2.1],1,0.998,0.86
Molecule_2489,2.7,[0.48:4.92],1,0.463,0.225
Molecule_2490,2.67,[2.63:2.71],1,0.998,0.878
Molecule_2491,4.52,[3.91:5.08],1,0.775,0.68
Molecule_2492,7.2,[7.14:7.26],1,0.998,0.872
Molecule_2493,6.5,[6.4:6.5],1,0.998,0.77
Molecule_2494,2.57,[1.71:3.43],1,0.662,0.618
Molecule_2495,0.34,[-1.08:1.76],1,0.406,0.334
Molecule_2496,0,[-0.02:0.02],1,0.998,0.919
Molecule_2497,2.4,[2.36:2.44],1,0.998,0.853
Molecule_2498,5.5,[5.47:5.53],1,0.998,0.889
Molecule_2499,-1.67,[-3.4:0.06],1,0.512,0.342
Molecule_2500,4.2,[4.16:4.24],1,0.998,0.886
Molecule_2501,-2,[-2.09:-1.91],1,0.998,0.783
Molecule_2502,-1.24,[-2.52:0.04],0,0.238,0.341
Molecule_2503,2.1,[2.09:2.19],1,0.998,0.839
Molecule_2504,0.36,[-0.07:0.79],1,0.567,0.7
Molecule_2507,1.39,[0.63:2.08],1,0.518,0.543
Molecule_2508,1.69,[1.69:1.72],1,0.998,0.878
Molecule_2509,3.79,[1.42:6.16],1,0.48,0.229
Molecule_2511,5.7,[5.65:5.75],1,0.998,0.958
Molecule_2512,3.07,[1.72:4.42],1,0.408,0.414
Molecule_2513,-2.85,[-2.86:-2.71],1,0.998,0.727
Molecule_2514,2.08,[1.99:2.17],1,0.998,0.807
Molecule_2515,2.9,[2.87:2.93],1,0.998,0.877
Molecule_2516,0.03,[0.03:0.17],1,0.998,0.696
Molecule_2517,0.5,[0.49:0.51],1,0.998,0.985
Molecule_2518,0.71,[0.02:1.4],0,0.346,0.532
Molecule_2519,0.5,[0.42:0.58],1,0.998,0.798
Molecule_2520,5.2,[5.15:5.2],1,0.998,0.826
Molecule_2521,-0.24,[-0.35:-0.13],1,0.998,0.811
Molecule_2522,6.38,[6.2:6.39],1,0.998,0.71
Molecule_2523,4.54,[3.63:5.45],0,0.398,0.481
Molecule_2524,7.27,[6.2:8.56],0,0.291,0.331
Molecule_2525,0.46,[0.44:0.48],1,0.998,0.909
Molecule_2526,2.13,[1.6:2.66],1,0.528,0.627
Molecule_2527,6.1,[5.14:7.06],1,0.469,0.509
Molecule_2528,2.18,[1.43:3.21],1,0.495,0.493
Molecule_2529,-1.7,[-3.82:0.42],1,0.532,0.263
Molecule_2530,-0.1,[-0.14:-0.06],1,0.998,0.979
Molecule_2531,4.58,[4.57:4.59],1,0.998,0.98
Molecule_2532,2.48,[2.48:2.52],1,0.998,0.849
Molecule_2534,-1.97,[-2.04:-1.9],1,0.998,0.939
Molecule_2536,4.68,[4.64:4.72],1,0.998,0.928
Molecule_2537,-0.53,[-2:0.94],1,0.507,0.424
Molecule_2538,0.34,[-1.74:2.42],1,0.406,0.228
Molecule_2539,1.31,[0.35:2.27],1,0.407,0.5
Molecule_2540,3.27,[2.71:3.83],1,0.597,0.702
Molecule_2541,1.37,[0.9:1.89],1,0.607,0.745
Molecule_2542,2.8,[2.31:3.35],1,0.692,0.7
Molecule_2543,1.37,[0.88:1.86],1,0.569,0.715
Molecule_2544,7.74,[6.9:8.58],1,0.732,0.645
Molecule_2545,1.92,[1.87:1.97],1,0.998,0.876
Molecule_2546,7.69,[6.5:9.12],1,0.489,0.388
Molecule_2547,6.79,[6.62:6.8],1,0.998,0.709
Molecule_2548,-0.48,[-0.48:-0.41],1,0.998,0.802
Molecule_2549,-1.86,[-2.32:-1.43],1,0.218,0.535
Molecule_2550,4.65,[2.54:6.76],1,0.318,0.19
Molecule_2551,8.04,[6.17:9.91],1,0.43,0.254
Molecule_2552,0.56,[0.36:0.76],1,0.581,0.689
Molecule_2553,6.63,[5.64:7.62],0,0.45,0.481
Molecule_2554,7.17,[6:9.49],0,0.429,0.201
Molecule_2555,0.8,[0.32:1.28],1,0.702,0.756
Molecule_2556,2.1,[1.26:2.94],1,0.524,0.543
Molecule_2557,2.62,[2.56:2.68],1,0.998,0.928
Molecule_2558,-0.79,[-2.3:0.72],0,0.336,0.317
Molecule_2559,4.7,[4.62:4.78],1,0.998,0.838
Molecule_2560,-0.95,[-1.93:0.03],1,0.592,0.555
Molecule_2561,-0.82,[-0.87:-0.77],1,0.998,0.897
Molecule_2562,0.94,[0.93:1.09],1,0.998,0.749
Molecule_2563,3.2,[3.18:3.22],1,0.998,0.905
Molecule_2565,6.51,[6.5:6.66],1,0.998,0.738
Molecule_2566,4.33,[3.79:4.87],1,0.704,0.69
Molecule_2567,0.91,[-3.79:5.88],0,0.239,0.1
Molecule_2568,0.23,[0.23:0.31],1,0.998,0.805
Molecule_2569,2.25,[2.25:2.28],1,0.998,0.878
Molecule_2570,6.5,[6.46:6.54],1,0.998,0.885
Molecule_2571,1.43,[0.26:2.6],1,0.504,0.453
Molecule_2572,2.34,[2.28:2.4],1,0.998,0.907
Molecule_2573,3.29,[3.29:3.34],1,0.998,0.873
Molecule_2574,0,[-0.65:0.65],1,0.544,0.598
Molecule_2575,1.11,[0.17:2.05],1,0.418,0.504
Molecule_2576,4.48,[4.43:4.48],1,0.998,0.86
Molecule_2577,3.59,[3.51:3.67],1,0.998,0.789
Molecule_2578,4.6,[4.54:4.66],1,0.998,0.863
Molecule_2579,8.38,[6.57:10.19],0,0.267,0.229
Molecule_2580,1.13,[1.12:1.28],1,0.998,0.722
Molecule_2581,0.75,[0:1.5],1,0.441,0.492
Molecule_2582,4.73,[4.72:4.74],1,0.998,0.93
Molecule_2583,2.05,[2.01:2.09],1,0.998,0.94
Molecule_2584,5.8,[5.75:5.85],1,0.998,0.895
Molecule_2585,6.5,[6.43:6.57],1,0.998,0.865
Molecule_2586,6.5,[6.41:6.59],1,0.998,0.911
Molecule_2587,-1.34,[-1.34:-1.26],1,0.998,0.811
Molecule_2588,2.77,[2.74:2.8],1,0.998,0.923
Molecule_2589,0.65,[0.61:0.65],1,0.998,0.793
Molecule_2590,-1.62,[-2.33:-0.91],1,0.643,0.623
Molecule_2591,2.64,[1.5:3.78],1,0.495,0.437
Molecule_2592,6.89,[5.73:8.05],1,0.398,0.439
Molecule_2593,-1.2,[-1.2:-1.16],1,0.998,0.875
Molecule_2594,3.66,[2.34:4.98],1,0.385,0.394
Molecule_2595,-0.83,[-2.33:0.67],0,0.325,0.317
Molecule_2596,0.75,[-1.38:2.41],1,0.516,0.33
Molecule_2597,3.32,[3.28:3.36],1,0.998,0.878
Molecule_2599,-0.66,[-0.75:-0.57],1,0.998,0.802
Molecule_2600,1.4,[1.4:1.46],1,0.998,0.851
Molecule_2601,-2.2,[-2.24:-2.16],1,0.998,0.954
Molecule_2602,1,[0.67:1.33],1,0.787,0.785
Molecule_2603,7.7,[7.58:7.7],1,0.998,0.726
Molecule_2604,1.45,[0.98:1.92],1,0.613,0.68
Molecule_2605,4.2,[3.84:4.5],1,0.64,0.714
Molecule_2606,2.48,[0.51:4.45],1,0.459,0.268
Molecule_2607,0.17,[-1.18:1.52],1,0.484,0.368
Molecule_2608,0.03,[0:0.06],1,0.998,0.928
Molecule_2609,-0.58,[-0.98:-0.18],1,0.563,0.639
Molecule_2610,2.73,[2.24:3.22],1,0.678,0.7
Molecule_2611,-0.67,[-2.76:1.42],1,0.494,0.253
Molecule_2612,3.79,[3.1:4.44],1,0.614,0.645
Molecule_2613,-2.75,[-3.62:-1.88],1,0.483,0.501
Molecule_2614,0.85,[0.36:1.34],1,0.578,0.68
Molecule_2615,-1.08,[-2.3:0.14],1,0.454,0.417
Molecule_2616,1.23,[0.68:1.78],1,0.524,0.624
Molecule_2617,8,[7.93:8],1,0.998,0.77
Molecule_2618,-0.66,[-1.79:0.43],1,0.562,0.492
Molecule_2619,-2.3,[-4.04:-0.55],0,0.326,0.28
Molecule_2620,5.87,[5.09:6.5],0,0.325,0.433
Molecule_2621,2.71,[1.99:3.51],1,0.511,0.631
Molecule_2622,4.64,[3.81:5.47],1,0.714,0.664
Molecule_2623,4.75,[4.65:4.75],1,0.998,0.738
Molecule_2624,-0.81,[-1.61:0.12],1,0.62,0.568
Molecule_2625,2.27,[2.25:2.29],1,0.998,0.987
Molecule_2626,0.7,[0.66:0.74],1,0.998,0.887
Molecule_2627,4.3,[4.26:4.34],1,0.998,0.964
Molecule_2628,5.34,[4.75:5.93],1,0.73,0.664
Molecule_2629,1.43,[0.64:2.13],1,0.466,0.514
Molecule_2630,1.33,[1.06:1.6],1,0.601,0.729
Molecule_2631,3.42,[2.4:4.44],1,0.489,0.503
Molecule_2632,2.6,[2.52:2.68],1,0.998,0.884
Molecule_2633,2.63,[2.52:2.74],1,0.998,0.807
Molecule_2634,0.2,[-1.73:2.54],1,0.419,0.244
Molecule_2635,2.93,[1.85:4.01],1,0.519,0.497
Molecule_2636,-0.98,[-2.73:0.94],1,0.552,0.307
Molecule_2637,1.9,[1.84:1.9],1,0.998,0.863
Molecule_2638,-1.26,[-1.3:-1.22],1,0.998,0.887
Molecule_2639,-0.45,[-0.57:-0.33],1,0.998,0.783
Molecule_2640,2.49,[1.89:3.09],1,0.528,0.638
Molecule_2641,3.72,[3.3:4.14],1,0.59,0.619
Molecule_2642,2.16,[1.34:3.21],1,0.574,0.578
Molecule_2643,3.01,[3:3.08],1,0.998,0.904
Molecule_2644,2.3,[2.3:2.38],1,0.998,0.79
Molecule_2645,-1.1,[-1.11:-1.04],1,0.998,0.857
Molecule_2646,5.39,[4.57:6.21],1,0.635,0.581
Molecule_2647,0.93,[-0.28:2.14],1,0.593,0.545
Molecule_2648,3,[1.05:4.69],1,0.449,0.286
Molecule_2649,1.22,[0.92:1.52],1,0.824,0.793
Molecule_2650,6.51,[6.5:6.67],1,0.998,0.747
Molecule_2651,6.8,[6.68:6.92],1,0.998,0.864
Molecule_2652,2.58,[2.55:2.61],1,0.998,0.961
Molecule_2653,-0.66,[-1.96:0.4],1,0.398,0.395
Molecule_2654,1.97,[1.49:2.57],1,0.611,0.636
Molecule_2655,8.92,[6.46:10.7],1,0.479,0.173
Molecule_2656,-1.44,[-1.78:-0.9],1,0.342,0.554
Molecule_2657,2.51,[2.37:2.65],1,0.697,0.799
Molecule_2658,5.5,[5.48:5.52],1,0.998,0.885
Molecule_2659,-0.14,[-1.08:0.8],1,0.502,0.531
Molecule_2660,1.5,[1.47:1.54],1,0.998,0.888
Molecule_2661,1.47,[0.44:3.13],1,0.642,0.387
Molecule_2662,0.42,[0.42:0.58],1,0.998,0.726
Molecule_2663,6.16,[5.18:7.14],1,0.538,0.509
Molecule_2664,5.3,[5.23:5.37],1,0.998,0.969
Molecule_2665,-1.56,[-2.22:-0.9],1,0.553,0.601
Molecule_2667,-2.94,[-2.94:-2.89],1,0.998,0.829
Molecule_2668,-0.61,[-2:0.78],1,0.493,0.398
Molecule_2669,-0.02,[-0.18:0.14],1,0.525,0.763
Molecule_2670,4.8,[4.71:4.89],1,0.998,0.928
Molecule_2671,4.38,[4.34:4.42],1,0.998,0.943
Molecule_2672,-0.97,[-1.6:-0.34],1,0.526,0.6
Molecule_2673,3.24,[3.2:3.28],1,0.998,0.886
Molecule_2674,3.49,[3.46:3.49],1,0.998,0.932
Molecule_2675,0.47,[0.3:0.72],1,0.653,0.792
Molecule_2676,0.35,[0.32:0.38],1,0.998,0.932
Molecule_2677,2.76,[2.69:2.83],1,0.998,0.836
Molecule_2678,-1.7,[-1.73:-1.67],1,0.998,0.867
Molecule_2679,2.43,[2.19:2.69],1,0.862,0.842
Molecule_2680,1.47,[1.44:1.5],1,0.998,0.907
Molecule_2681,2.61,[2.48:2.74],1,0.998,0.74
Molecule_2682,1.62,[1.61:1.62],1,0.998,0.95
Molecule_2683,1.9,[1.77:2.02],1,0.639,0.804
Molecule_2684,1.55,[1.46:1.64],1,0.595,0.728
Molecule_2685,5.61,[5.6:5.71],1,0.998,0.831
Molecule_2686,3.91,[3.86:3.91],1,0.998,0.854
Molecule_2687,6.91,[6.87:6.95],1,0.998,0.946
Molecule_2688,-4.02,[-4.7:-2.32],0,0.53,0.356
Molecule_2689,0.33,[0.3:0.33],1,0.998,0.919
Molecule_2690,2.84,[2.03:3.65],1,0.472,0.623
Molecule_2691,-0.6,[-0.6:-0.55],1,0.998,0.826
Molecule_2692,1.16,[1.16:1.19],1,0.998,0.915
Molecule_2693,-1.93,[-3.77:0],1,0.469,0.35
Molecule_2694,4.9,[4.82:4.9],1,0.998,0.81
Molecule_2695,-1.04,[-1.04:-1.02],1,0.998,0.91
Molecule_2696,3.1,[3.06:3.14],1,0.998,0.941
Molecule_2697,8.8,[8.73:8.87],1,0.998,0.784
Molecule_2698,4.89,[4.05:5.73],1,0.597,0.583
Molecule_2699,3.3,[3.25:3.35],1,0.998,0.891
Molecule_2700,2.17,[2.13:2.21],1,0.998,0.906
Molecule_2701,0.57,[0.09:1.05],1,0.481,0.623
Molecule_2702,9.28,[9.13:9.29],1,0.998,0.74
Molecule_2703,-2.62,[-2.7:-2.54],1,0.998,0.803
Molecule_2704,8.12,[6.53:9.71],1,0.546,0.369
Molecule_2705,0.2,[-0.07:0.42],1,0.338,0.663
Molecule_2706,-0.49,[-1.91:0.42],1,0.291,0.342
Molecule_2707,-1.69,[-1.73:-1.65],1,0.998,0.921
Molecule_2708,1.19,[1.16:1.22],1,0.998,0.914
Molecule_2709,0.26,[0.21:0.31],1,0.998,0.92
Molecule_2710,2.98,[2.89:2.99],1,0.998,0.872
Molecule_2711,3.1,[3.06:3.14],1,0.998,0.924
Molecule_2712,2.02,[1.23:2.81],1,0.462,0.549
Molecule_2713,-2.72,[-4.89:-0.55],0,0.322,0.188
Molecule_2715,3.65,[3.65:3.73],1,0.998,0.828
Molecule_2716,1.89,[1.89:1.92],1,0.998,0.887
Molecule_2717,4.79,[4.06:5.52],1,0.754,0.68
Molecule_2718,1.8,[1.77:1.83],1,0.998,0.85
Molecule_2719,4.74,[4.63:4.75],1,0.998,0.767
Molecule_2720,1.18,[0.71:1.62],1,0.603,0.681
Molecule_2721,5.7,[5.68:5.72],1,0.998,0.927
Molecule_2722,1.32,[1.29:1.35],1,0.998,0.964
Molecule_2723,-2.82,[-4.25:-1.39],1,0.632,0.464
Molecule_2724,6.08,[6.03:6.13],1,0.998,0.859
Molecule_2725,-0.1,[-0.14:-0.06],1,0.998,0.979
Molecule_2726,1.04,[0.09:2.04],1,0.474,0.475
Molecule_2727,6.21,[5.35:7.07],1,0.539,0.528
Molecule_2728,4.6,[4.48:4.72],1,0.998,0.792
Molecule_2729,-0.65,[-0.71:-0.59],1,0.998,0.924
Molecule_2730,2.17,[0.2:4.14],1,0.441,0.258
Molecule_2731,1.67,[1.67:1.7],1,0.998,0.888
Molecule_2732,1.17,[1.12:1.22],1,0.998,0.893
Molecule_2733,4.71,[4.69:4.71],1,0.998,0.902
Molecule_2734,0.98,[0.98:1.04],1,0.998,0.831
Molecule_2735,4.73,[4.61:4.85],1,0.998,0.698
Molecule_2736,4.25,[3.68:4.82],1,0.811,0.707
Molecule_2737,4.5,[4.4:4.5],1,0.998,0.801
Molecule_2738,-0.38,[-2.38:1.62],1,0.33,0.227
Molecule_2739,-0.54,[-2.32:1.24],1,0.442,0.327
Molecule_2740,2.2,[2.16:2.24],1,0.998,0.988
Molecule_2741,3.14,[3.08:3.15],1,0.998,0.816
Molecule_2742,0.4,[-0.4:1.2],1,0.483,0.549
Molecule_2743,0.1,[-0.82:0.9],1,0.586,0.564
Molecule_2744,3.21,[3.18:3.21],1,0.998,0.895
Molecule_2745,2.93,[2.16:3.7],1,0.446,0.539
Molecule_2746,-0.5,[-0.56:-0.14],1,0.998,0.71
Molecule_2747,-2.57,[-3.8:-0.98],1,0.659,0.395
Molecule_2748,0.71,[0.6:0.82],1,0.998,0.801
Molecule_2749,1.77,[1.75:1.77],1,0.998,0.902
Molecule_2750,6.5,[6.5:6.5],1,0.434,0.772
Molecule_2751,2.02,[0.62:3.3],1,0.334,0.335
Molecule_2752,-1.88,[-3.43:-0.33],1,0.356,0.316
Molecule_2753,2.63,[1.27:3.82],1,0.515,0.411
Molecule_2755,6.54,[6.16:6.92],1,0.418,0.52
Molecule_2756,0.19,[0.14:0.24],1,0.998,0.933
Molecule_2757,0.85,[0.14:1.56],1,0.519,0.627
Molecule_2758,1.65,[-0.47:3.77],1,0.394,0.242
Molecule_2759,-0,[-0.09:0],1,0.998,0.768
Molecule_2760,1.42,[1.09:1.75],1,0.53,0.667
Molecule_2761,0.5,[0.45:0.5],1,0.998,0.86
Molecule_2762,-1.35,[-1.35:-1.22],1,0.998,0.73
Molecule_2763,-3.31,[-3.37:-3.25],1,0.998,0.901
Molecule_2764,0.27,[-0.26:0.8],0,0.413,0.592
Molecule_2765,3.72,[3.47:3.97],1,0.521,0.698
Molecule_2766,-1.62,[-3.39:0.8],0,0.247,0.135
Molecule_2767,2.14,[2.1:2.18],1,0.998,0.899
Molecule_2768,2.77,[2.73:2.81],1,0.998,0.86
Molecule_2769,1.43,[1.02:1.84],1,0.49,0.628
Molecule_2770,2.48,[1.64:3.38],1,0.456,0.577
Molecule_2771,1.62,[1.47:1.77],1,0.591,0.731
Molecule_2772,0.21,[0.17:0.25],1,0.998,0.876
Molecule_2773,-1.51,[-1.51:-1.39],1,0.998,0.756
Molecule_2774,1.3,[1.16:1.44],1,0.998,0.856
Molecule_2776,0.76,[0.64:0.88],1,0.998,0.772
Molecule_2777,0.12,[-0.18:0.42],1,0.51,0.706
Molecule_2778,4.1,[4.01:4.19],1,0.998,0.893
Molecule_2779,-4,[-4:-3.88],1,0.998,0.738
Molecule_2780,0.63,[0.37:0.89],1,0.349,0.67
Molecule_2781,-0.84,[-2.16:0.48],1,0.348,0.369
Molecule_2783,-1.94,[-3.39:-0.34],1,0.3,0.277
Molecule_2784,6.5,[6.47:6.53],1,0.998,0.884
Molecule_2785,3.77,[3.26:4.28],1,0.561,0.614
Molecule_2786,0.51,[0.51:0.55],1,0.998,0.822
Molecule_2787,-0.67,[-2.73:1.39],1,0.509,0.263
Molecule_2788,2.73,[2.68:2.78],1,0.998,0.974
Molecule_2789,-0.09,[-0.75:0.64],1,0.852,0.673
Molecule_2790,1.39,[0.89:1.89],0,0.374,0.564
Molecule_2791,0.17,[-0.17:0.51],0,0.586,0.712
Molecule_2792,-0,[-0.02:0],1,0.999,0.989
Molecule_2793,0.79,[0.71:0.8],1,0.998,0.795
Molecule_2794,5.4,[3.27:7.53],1,0.508,0.273
Molecule_2795,5.38,[3.53:7.23],0,0.354,0.323
Molecule_2796,1.81,[-0.26:3.88],1,0.422,0.262
Molecule_2797,5.4,[5.32:5.48],1,0.998,0.803
Molecule_2798,4.64,[4.51:4.65],1,0.998,0.778
Molecule_2799,-2.48,[-2.49:-2.35],1,0.998,0.745
Molecule_2800,6.2,[6.18:6.22],1,0.998,0.95
Molecule_2801,7.7,[6.54:8.86],1,0.763,0.551
Molecule_2802,-0.46,[-0.78:-0.14],1,0.478,0.653
Molecule_2803,-1.03,[-1.97:-0.09],1,0.6,0.554
Molecule_2804,0.53,[0.53:0.59],1,0.998,0.858
Molecule_2805,-1.99,[-2:-1.81],1,0.998,0.695
Molecule_2806,2.84,[2.84:2.88],1,0.998,0.923
Molecule_2807,0.1,[-0.55:0.6],1,0.432,0.569
Molecule_2808,1.49,[0.76:2.22],1,0.678,0.672
Molecule_2809,3.13,[3.09:3.17],1,0.998,0.909
Molecule_2810,0.3,[0.24:0.36],1,0.998,0.889
Molecule_2811,6.01,[6:6.11],1,0.998,0.837
Molecule_2812,6.5,[6.49:6.5],1,0.998,0.906
Molecule_2813,1.25,[-0.14:2.15],1,0.637,0.447
Molecule_2814,-2.24,[-2.25:-2.07],1,0.998,0.706
Molecule_2815,0.41,[0.07:0.75],1,0.613,0.658
Molecule_2817,6,[5.94:6.1],1,0.998,0.805
Molecule_2818,-0.49,[-0.5:-0.35],1,0.998,0.783
Molecule_2819,8.05,[7.61:8.49],1,0.654,0.675
Molecule_2820,1.25,[1:1.51],1,0.683,0.797
Molecule_2821,0.63,[0.57:0.69],1,0.998,0.913
Molecule_2822,3.36,[2.32:4.4],1,0.477,0.516
Molecule_2823,-1.81,[-1.98:-1.64],1,0.998,0.777
Molecule_2824,-0.53,[-2.55:1.49],1,0.38,0.239
Molecule_2825,2.98,[2.95:3.01],1,0.998,0.979
Molecule_2826,-1.99,[-2:-1.76],1,0.998,0.685
Molecule_2827,0.06,[0.02:0.1],1,0.998,0.925
Molecule_2828,6,[5.98:6.02],1,0.998,0.982
Molecule_2829,1.58,[1:2.16],1,0.692,0.692
Molecule_2830,2.01,[1.71:2.31],1,0.645,0.743
Molecule_2831,3.59,[3.53:3.65],1,0.998,0.933
Molecule_2832,-0.76,[-3.37:1.85],1,0.323,0.113
Molecule_2833,-0.36,[-2.36:1.64],1,0.321,0.224
Molecule_2834,0.83,[0.57:1.09],1,0.639,0.748
Molecule_2835,4.9,[4.84:4.96],1,0.998,0.9
Molecule_2836,2.86,[2.86:2.89],1,0.998,0.841
Molecule_2837,1.66,[0.67:2.38],1,0.644,0.547
Molecule_2838,6.7,[6.59:6.81],1,0.998,0.809
Molecule_2839,3.69,[3.36:4.02],1,0.683,0.768
Molecule_2840,4.27,[4.2:4.27],1,0.998,0.816
Molecule_2841,3.99,[3.25:4.73],1,0.505,0.499
Molecule_2842,5.93,[5.72:6.14],1,0.575,0.664
Molecule_2843,0.57,[-1.33:2.47],1,0.563,0.311
Molecule_2844,0.48,[0.04:0.92],1,0.606,0.69
Molecule_2845,6.71,[5.63:7.79],0,0.4,0.447
Molecule_2846,-1.1,[-1.14:-1.1],1,0.998,0.906
Molecule_2848,6.8,[6.75:6.8],1,0.998,0.79
Molecule_2849,1.76,[1.72:1.76],1,0.998,0.897
Molecule_2850,9.06,[9.01:9.11],1,0.998,0.798
Molecule_2851,5,[4.89:5],1,0.998,0.754
Molecule_2852,1.17,[1.16:1.18],1,0.998,0.961
Molecule_2853,1.51,[1.51:1.57],1,0.998,0.862
Molecule_2854,3.89,[3.79:3.99],1,0.998,0.801
Molecule_2855,2.76,[2.72:2.8],1,0.998,0.971
Molecule_2856,0.31,[0.25:0.32],1,0.998,0.829
Molecule_2857,0.37,[-0.3:1.04],1,0.632,0.629
Molecule_2858,-1.42,[-1.43:-1.22],1,0.998,0.705
Molecule_2859,-0.35,[-0.38:-0.32],1,0.998,0.906
Molecule_2860,0.3,[0.23:0.37],1,0.998,0.938
Molecule_2861,-1.51,[-1.75:-1.16],1,0.36,0.548
Molecule_2862,3.64,[3.53:3.75],1,0.998,0.747
Molecule_2864,3.38,[2.95:3.81],1,0.752,0.746
Molecule_2865,6.81,[6.76:6.81],1,0.998,0.869
Molecule_2866,-0.78,[-3.4:1.84],1,0.328,0.112
Molecule_2867,-2.8,[-2.89:-2.71],1,0.998,0.784
Molecule_2868,-1.8,[-4.47:0.87],1,0.385,0.117
Molecule_2869,4.79,[2.76:6.82],1,0.398,0.303
Molecule_2870,4.25,[4.2:4.25],1,0.998,0.873
Molecule_2871,-0.64,[-1.1:-0.18],1,0.441,0.639
Molecule_2872,4.6,[4.54:4.66],1,0.998,0.88
Molecule_2873,6.2,[6.09:6.21],1,0.998,0.767
Molecule_2874,7.78,[6.72:8.84],1,0.596,0.489
Molecule_2875,0.19,[-0.08:0.42],1,0.357,0.668
Molecule_2876,0.16,[0.12:0.2],1,0.998,0.954
Molecule_2877,3.95,[3.32:4.58],1,0.588,0.648
Molecule_2878,4.59,[4.54:4.59],1,0.998,0.82
Molecule_2879,2.4,[2.36:2.44],1,0.998,0.956
Molecule_2880,-1.7,[-2.72:-1.04],1,0.421,0.457
Molecule_2881,4.52,[1.1:6.5],0,0.166,0.1
Molecule_2882,4.83,[4.78:4.88],1,0.998,0.9
Molecule_2883,1.52,[0.92:2.1],1,0.56,0.604
Molecule_2884,-0.23,[-0.7:0.24],1,0.691,0.773
Molecule_2885,-0.65,[-2.06:0.76],1,0.496,0.395
Molecule_2887,4.01,[3.29:4.51],1,0.589,0.628
Molecule_2888,0.76,[0.72:0.8],1,0.998,0.888
Molecule_2889,0.96,[0.83:1.09],1,0.998,0.722
Molecule_2890,5.2,[5.1:5.3],1,0.998,0.809
Molecule_2891,3.37,[2.79:3.95],1,0.554,0.653
Molecule_2892,-2.86,[-4.21:-1.51],1,0.619,0.474
Molecule_2893,0.19,[-1.37:1.75],0,0.161,0.261
Molecule_2894,3.65,[3.62:3.68],1,0.998,0.975
Molecule_2895,3.48,[3.44:3.52],1,0.998,0.943
