MoleculeID,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP
Molecule_4188,8.42,[6.69:10.15],1,0.379,0.269
Molecule_4189,1.94,[1.94:1.94],1,0.998,0.992
Molecule_4190,-0,[-0.14:0],1,0.998,0.707
Molecule_4191,3.67,[3.64:3.7],1,0.998,0.918
Molecule_4192,3.39,[3.36:3.42],1,0.998,0.968
Molecule_4193,5,[4.02:5.98],1,0.432,0.461
Molecule_4194,-0.65,[-1.17:-0.13],1,0.504,0.64
Molecule_4195,5.7,[3.39:8],0,0.114,0.102
Molecule_4196,0.83,[0.8:0.83],1,0.998,0.878
Molecule_4197,-1.29,[-2.21:-0.37],1,0.447,0.502
Molecule_4198,4,[3.97:4],1,0.998,0.89
Molecule_4199,-1.58,[-3.07:-0.09],1,0.472,0.373
Molecule_4200,4.1,[4.07:4.13],1,0.998,0.826
Molecule_4201,2.02,[1.03:3.01],1,0.28,0.367
Molecule_4202,2.1,[1.26:2.94],1,0.554,0.553
Molecule_4203,-0.27,[-0.32:-0.22],1,0.998,0.838
Molecule_4204,-0.29,[-1.6:1.06],1,0.376,0.428
Molecule_4205,-1.55,[-3:-0.07],1,0.413,0.346
Molecule_4206,2.47,[1.44:3.05],1,0.522,0.456
Molecule_4207,-3.59,[-5.35:-1.83],0,0.443,0.302
Molecule_4208,-2.48,[-4.28:-0.68],0,0.409,0.272
Molecule_4209,1.3,[1.26:1.34],1,0.998,0.868
Molecule_4210,3.5,[3.44:3.56],1,0.998,0.879
Molecule_4211,2.58,[1.88:3.28],1,0.606,0.641
Molecule_4212,5.55,[5.49:5.55],1,0.998,0.854
Molecule_4213,3.01,[2.18:3.84],1,0.539,0.586
Molecule_4214,2.66,[1.27:4.05],1,0.511,0.42
Molecule_4215,2.53,[1.1:4.03],0,0.191,0.321
Molecule_4216,4.91,[4.44:5.5],1,0.558,0.622
Molecule_4218,0.28,[-1.1:1.66],1,0.49,0.37
Molecule_4219,2.63,[2.3:2.96],1,0.539,0.71
Molecule_4220,2.91,[2.89:2.93],1,0.998,0.935
Molecule_4221,0.32,[-1.8:2.44],1,0.435,0.231
Molecule_4222,5.17,[3.02:7.32],0,0.316,0.228
Molecule_4223,3.67,[3.2:4.15],1,0.6,0.666
Molecule_4225,1.64,[1.56:1.72],1,0.998,0.969
Molecule_4226,3.41,[3.37:3.45],1,0.998,0.931
Molecule_4227,2.49,[2.29:2.69],1,0.521,0.65
Molecule_4228,6.5,[6.39:6.5],1,0.998,0.747
Molecule_4229,7.05,[6.15:8.46],0,0.471,0.387
Molecule_4230,2.48,[0.26:4.48],1,0.4,0.229
Molecule_4231,5.21,[5.18:5.24],1,0.998,0.936
Molecule_4232,3.2,[2.46:3.94],1,0.675,0.64
Molecule_4233,2.45,[2.43:2.47],1,0.998,0.971
Molecule_4234,0.23,[-1.15:1.61],1,0.51,0.378
Molecule_4235,2.21,[1.77:2.65],1,0.614,0.687
Molecule_4236,4.11,[4.05:4.17],1,0.998,0.893
Molecule_4237,7.9,[6.41:9.39],1,0.606,0.43
Molecule_4238,4.61,[4.53:4.69],1,0.998,0.924
Molecule_4239,6.81,[6.65:6.82],1,0.998,0.839
Molecule_4240,1.17,[1.14:1.2],1,0.998,0.886
Molecule_4241,5.62,[5.11:6.13],1,0.798,0.772
Molecule_4242,-1.98,[-3.87:-0.09],0,0.34,0.237
Molecule_4243,3.55,[3.55:3.69],1,0.998,0.713
Molecule_4244,3.42,[3.05:3.9],0,0.394,0.684
Molecule_4246,1.09,[1.01:1.17],1,0.998,0.948
Molecule_4248,6.81,[6:7.72],0,0.405,0.468
Molecule_4249,-2.99,[-3.8:-2.35],1,0.466,0.433
Molecule_4250,7.25,[6.27:8.23],1,0.75,0.586
Molecule_4251,1.4,[-1.32:4.12],1,0.287,0.1
Molecule_4252,-0.99,[-1.99:0.01],1,0.294,0.424
Molecule_4253,6.13,[3.73:8.53],1,0.434,0.183
Molecule_4254,6.84,[6:7.85],0,0.424,0.456
Molecule_4255,0.39,[-0.18:0.96],1,0.585,0.654
Molecule_4256,2.12,[2.11:2.21],1,0.998,0.792
Molecule_4257,5.09,[4.97:5.1],1,0.998,0.79
Molecule_4258,3.2,[3.2:3.22],1,0.998,0.975
Molecule_4261,2.43,[1.23:3.32],0,0.467,0.43
Molecule_4262,1.5,[1.33:1.67],1,0.654,0.83
Molecule_4263,1.24,[1:1.49],1,0.639,0.783
Molecule_4265,0.94,[0.79:1.09],1,0.742,0.845
Molecule_4266,0.68,[-0.21:1.57],1,0.568,0.57
Molecule_4267,6.57,[5.5:7.83],1,0.529,0.443
Molecule_4268,3.7,[3.63:3.77],1,0.998,0.897
Molecule_4269,2.18,[2.1:2.26],1,0.998,0.862
Molecule_4270,8.21,[6.75:9.67],1,0.414,0.351
Molecule_4271,5.7,[5.2:6.2],1,0.679,0.684
Molecule_4272,-1.81,[-3.63:0],0,0.489,0.298
Molecule_4273,2.4,[1.26:3.54],1,0.672,0.506
Molecule_4274,-1.77,[-3.57:0.03],0,0.398,0.272
Molecule_4275,7.51,[6.77:8.25],1,0.499,0.53
Molecule_4277,4.82,[4.74:4.82],1,0.998,0.83
Molecule_4278,0.15,[-0.43:0.94],1,0.556,0.576
Molecule_4279,-2.31,[-2.8:-1.54],1,0.561,0.545
Molecule_4280,3.43,[3.36:3.5],1,0.998,0.876
Molecule_4281,0.01,[0.01:0.09],1,0.998,0.767
Molecule_4282,4.13,[2.52:5.74],1,0.372,0.323
Molecule_4283,2.94,[2.82:2.95],1,0.998,0.77
Molecule_4284,-2.4,[-3:-1.69],1,0.565,0.551
Molecule_4285,3.56,[2.89:4.23],1,0.542,0.639
Molecule_4286,1.07,[-0.41:2.55],1,0.582,0.399
Molecule_4288,-2.22,[-3.57:-0.7],1,0.502,0.373
Molecule_4289,5.34,[4.85:5.83],1,0.637,0.727
Molecule_4290,4.99,[3.19:6.7],1,0.614,0.35
Molecule_4291,4.54,[4.49:4.59],1,0.998,0.912
Molecule_4292,3.26,[1.08:6.22],1,0.482,0.1
Molecule_4293,3.8,[2.33:5.27],1,0.495,0.381
Molecule_4294,1.31,[1.22:1.32],1,0.998,0.803
Molecule_4295,2.76,[2.7:2.82],1,0.998,0.895
Molecule_4296,3.13,[3.1:3.16],1,0.998,0.977
Molecule_4297,2.59,[2.06:3.12],1,0.611,0.667
Molecule_4298,3.23,[2.27:4.19],1,0.484,0.542
Molecule_4299,1.02,[0.62:1.42],1,0.496,0.672
Molecule_4300,0.98,[0.56:1.4],1,0.594,0.699
Molecule_4301,1.13,[1.09:1.17],1,0.998,0.975
Molecule_4303,-1.06,[-1.27:-1.04],1,0.999,0.918
Molecule_4304,2.11,[1.59:2.63],1,0.598,0.689
Molecule_4305,0.47,[0.43:0.51],1,0.998,0.911
Molecule_4306,7.1,[6.12:8.08],1,0.682,0.612
Molecule_4307,-0.6,[-0.62:-0.58],1,0.998,0.969
Molecule_4308,4,[3.93:4.07],1,0.998,0.934
Molecule_4310,3.49,[3.38:3.5],1,0.998,0.774
Molecule_4311,2.91,[2.88:2.94],1,0.998,0.941
Molecule_4312,0.82,[0.15:1.76],1,0.336,0.54
Molecule_4313,1.36,[1.32:1.4],1,0.998,0.92
Molecule_4314,5.7,[5.68:5.72],1,0.998,0.939
Molecule_4315,4.79,[4.65:4.8],1,0.998,0.772
Molecule_4316,-0.3,[-1.15:0.44],1,0.573,0.57
Molecule_4317,-0.46,[-0.46:-0.43],1,0.998,0.906
Molecule_4318,-0.4,[-0.46:-0.34],1,0.998,0.968
Molecule_4319,2.33,[2.33:2.39],1,0.998,0.789
Molecule_4320,5.12,[5.08:5.16],1,0.998,0.889
Molecule_4321,1.5,[1.45:1.55],1,0.998,0.902
Molecule_4322,0.51,[0.51:0.53],1,0.998,0.881
Molecule_4323,4.81,[4.13:5.49],1,0.556,0.586
Molecule_4324,4.99,[4.93:4.99],1,0.998,0.812
Molecule_4325,4.1,[3.6:4.6],1,0.577,0.63
Molecule_4326,4.08,[4.06:4.1],1,0.998,0.978
Molecule_4327,0.78,[0.54:0.97],1,0.528,0.741
Molecule_4328,-1.06,[-1.33:-1.04],1,0.998,0.7
Molecule_4329,-0.87,[-2.02:0.28],0,0.088,0.284
Molecule_4330,4.46,[4.39:4.53],1,0.998,0.892
Molecule_4331,5.12,[5.09:5.15],1,0.998,0.937
Molecule_4332,9.4,[9.35:9.45],1,0.998,0.934
Molecule_4333,0.34,[-0.96:1.64],1,0.422,0.429
Molecule_4334,-2.58,[-2.88:-2.28],1,0.671,0.775
Molecule_4335,3.27,[3.22:3.27],1,0.998,0.865
Molecule_4336,3.69,[3.69:3.71],1,0.998,0.958
Molecule_4337,1.59,[0.25:2.9],1,0.477,0.381
Molecule_4338,1.68,[1.66:1.7],1,0.998,0.953
Molecule_4339,7,[6.87:7],1,0.998,0.721
Molecule_4340,0.42,[-0.38:1.41],0,0.324,0.447
Molecule_4341,0.64,[0.62:0.66],1,0.998,0.968
Molecule_4342,3.49,[2.79:4.19],1,0.537,0.636
Molecule_4343,3.31,[3.3:3.32],1,0.998,0.987
Molecule_4344,0.84,[0.82:0.87],1,0.998,0.913
Molecule_4345,0.99,[0.84:1],1,0.998,0.769
Molecule_4346,7.33,[6.49:8.17],1,0.554,0.543
Molecule_4347,4.35,[3.29:5.41],1,0.556,0.5
Molecule_4348,2.84,[2.82:2.84],1,0.998,0.885
Molecule_4349,-2.08,[-3.98:-0.18],0,0.255,0.239
Molecule_4350,-0.66,[-0.77:-0.55],1,0.998,0.823
Molecule_4351,-3.55,[-4.65:-1.52],1,0.806,0.345
Molecule_4352,4.1,[4.06:4.11],1,0.998,0.911
Molecule_4353,-4.64,[-4.65:-4.42],1,0.998,0.692
Molecule_4354,2.94,[2.93:2.95],1,0.998,0.98
Molecule_4355,0.35,[0.3:0.35],1,0.998,0.885
Molecule_4356,2.3,[2.27:2.33],1,0.998,0.967
Molecule_4357,2.24,[2.22:2.26],1,0.998,0.962
Molecule_4358,1.85,[1.82:1.88],1,0.998,0.919
Molecule_4359,3.56,[3.53:3.59],1,0.998,0.921
Molecule_4360,0.44,[-0.15:1.04],1,0.621,0.677
Molecule_4361,4.5,[4.46:4.54],1,0.998,0.966
Molecule_4362,0.75,[0.73:0.89],1,0.998,0.828
Molecule_4363,5.5,[5.5:5.62],1,0.998,0.777
Molecule_4364,1.48,[1.13:1.83],1,0.673,0.715
Molecule_4365,-2.03,[-2.03:-1.97],1,0.998,0.793
Molecule_4366,4.35,[3.49:5.21],1,0.574,0.539
Molecule_4367,4.01,[4:4.1],1,0.998,0.831
Molecule_4368,3.51,[3.18:3.84],1,0.569,0.66
Molecule_4369,2.4,[2.4:2.46],1,0.998,0.847
Molecule_4370,-1.21,[-2.36:-0.06],1,0.431,0.453
Molecule_4371,2.71,[2.7:2.8],1,0.998,0.789
Molecule_4372,3.27,[3.25:3.29],1,0.998,0.983
Molecule_4373,5.7,[5.7:5.76],1,0.998,0.821
Molecule_4374,4.65,[4.54:4.65],1,0.998,0.738
Molecule_4375,3.05,[3.02:3.05],1,0.999,0.986
Molecule_4376,3.3,[3.28:3.32],1,0.998,0.987
Molecule_4377,7.5,[7.42:7.5],1,0.998,0.796
Molecule_4378,3.11,[2.7:3.52],1,0.428,0.603
Molecule_4379,2.33,[2.31:2.35],1,0.998,0.985
Molecule_4380,5.31,[4.77:5.85],1,0.616,0.656
Molecule_4382,1.47,[1.24:1.7],1,0.836,0.839
Molecule_4384,6.87,[6.11:7.63],0,0.427,0.519
Molecule_4385,1.3,[1.22:1.3],1,0.998,0.799
Molecule_4386,-1.32,[-1.33:-1.19],1,0.998,0.782
Molecule_4388,3.54,[3.11:3.9],1,0.589,0.641
Molecule_4389,2.85,[2.83:2.87],1,0.998,0.952
Molecule_4390,3.52,[3.52:3.54],1,0.998,0.887
Molecule_4391,1.41,[0.78:2.04],1,0.544,0.596
Molecule_4392,1.2,[0.69:1.71],0,0.556,0.65
Molecule_4393,4.2,[4.15:4.25],1,0.998,0.857
Molecule_4394,4.87,[4.87:4.99],1,0.998,0.744
Molecule_4395,1.96,[0.18:3.74],1,0.569,0.344
Molecule_4396,4.69,[4.1:5.28],1,0.745,0.714
Molecule_4397,2.84,[2.82:2.86],1,0.998,0.977
Molecule_4398,3.09,[3.07:3.11],1,0.998,0.943
Molecule_4399,-1.28,[-2.59:0.03],1,0.595,0.456
Molecule_4400,-0.26,[-1.08:0.56],1,0.462,0.441
Molecule_4401,1.13,[0.63:1.63],1,0.45,0.624
Molecule_4402,-0.12,[-0.63:0.39],1,0.521,0.662
Molecule_4403,5.34,[5.07:5.61],1,0.791,0.781
Molecule_4404,6.5,[6.39:6.61],1,0.998,0.806
Molecule_4405,0.79,[0.78:0.93],1,0.998,0.746
Molecule_4406,4.15,[3.7:4.63],1,0.528,0.637
Molecule_4407,0.22,[0.17:0.27],1,0.998,0.873
Molecule_4408,-2.63,[-3.03:-2.23],1,0.681,0.732
Molecule_4409,3.31,[1.59:4.7],1,0.416,0.309
Molecule_4410,2.5,[2.44:2.5],1,0.998,0.821
Molecule_4411,-2.57,[-4.58:-0.56],0,0.298,0.207
Molecule_4412,6.76,[6:7.72],0,0.429,0.469
Molecule_4413,0.72,[-0.43:2.06],1,0.257,0.34
Molecule_4414,8.53,[7.62:9.44],1,0.57,0.518
Molecule_4415,1.98,[-0.04:3.83],1,0.447,0.251
Molecule_4416,3.3,[3.26:3.34],1,0.998,0.977
Molecule_4417,3.94,[1.64:6.24],1,0.358,0.179
Molecule_4418,1.79,[1.47:2.11],1,0.609,0.778
Molecule_4419,2.68,[2.65:2.71],1,0.998,0.903
Molecule_4420,3.88,[3.07:4.69],1,0.55,0.642
Molecule_4421,-5.12,[-5.13:-4.96],1,0.998,0.71
Molecule_4422,2.59,[1.39:3.79],1,0.597,0.485
Molecule_4423,1.41,[1:1.82],1,0.652,0.719
Molecule_4424,-0.5,[-1.43:0.43],1,0.592,0.558
Molecule_4425,3.3,[3.15:3.45],1,0.998,0.773
Molecule_4426,0.3,[0.25:0.35],1,0.998,0.922
Molecule_4427,2.5,[2.44:2.56],1,0.998,0.971
Molecule_4428,0.3,[0.27:0.33],1,0.998,0.948
Molecule_4429,1.36,[1.36:1.4],1,0.998,0.867
Molecule_4430,-0.77,[-3.39:1.85],1,0.325,0.112
Molecule_4431,-2.87,[-4.23:-1.51],1,0.554,0.407
Molecule_4432,-0.97,[-1.37:-0.57],1,0.484,0.682
Molecule_4433,3.14,[2.03:4.25],1,0.479,0.528
Molecule_4434,2.03,[1.4:2.66],1,0.508,0.592
Molecule_4435,4.5,[4.39:4.51],1,0.998,0.774
Molecule_4436,2.27,[1.52:3.02],1,0.71,0.687
Molecule_4437,1.88,[1.77:1.9],1,0.998,0.839
Molecule_4438,1.66,[1.64:1.68],1,0.998,0.995
Molecule_4439,3.56,[3.28:3.84],1,0.64,0.738
Molecule_4440,3.07,[2.64:3.5],1,0.537,0.594
Molecule_4441,6.63,[6:7.33],0,0.111,0.439
Molecule_4442,-1.06,[-1.27:-1.04],1,0.999,0.918
Molecule_4443,4.4,[4.22:4.58],1,0.998,0.887
Molecule_4444,-0.41,[-0.46:-0.36],1,0.998,0.887
Molecule_4445,0.89,[0.84:0.94],1,0.998,0.891
Molecule_4446,-1.81,[-1.81:-1.75],1,0.998,0.804
Molecule_4447,-0.24,[-0.29:-0.24],1,0.998,0.843
Molecule_4448,1.39,[1.34:1.44],1,0.998,0.899
Molecule_4449,4.01,[3.98:4.04],1,0.998,0.976
Molecule_4450,2.79,[2.02:3.56],1,0.555,0.604
Molecule_4451,1.32,[1.29:1.35],1,0.998,0.944
Molecule_4452,3.05,[2.98:3.05],1,0.998,0.812
Molecule_4453,3.17,[3.14:3.2],1,0.998,0.912
Molecule_4454,-1.7,[-1.77:-1.63],1,0.998,0.956
Molecule_4455,1.7,[1.67:1.7],1,0.998,0.875
Molecule_4456,2.71,[2.61:2.81],1,0.998,0.878
Molecule_4457,1.33,[0.99:1.67],1,0.747,0.778
Molecule_4458,2.75,[0.64:4.31],1,0.524,0.27
Molecule_4459,8.35,[7.23:9.43],1,0.583,0.469
Molecule_4460,0.2,[-1.83:2.23],1,0.655,0.32
Molecule_4461,-1.07,[-1.56:-0.58],1,0.523,0.629
Molecule_4462,3.47,[3.45:3.49],1,0.998,0.99
Molecule_4463,2.68,[2.68:2.69],1,0.998,0.945
Molecule_4464,2.21,[2.17:2.25],1,0.998,0.924
Molecule_4465,1.13,[1.09:1.13],1,0.998,0.878
Molecule_4466,2.57,[2.56:2.58],1,0.998,0.99
Molecule_4467,3.75,[3.7:3.8],1,0.998,0.87
Molecule_4468,5,[4.92:5],1,0.998,0.807
Molecule_4469,1.45,[1.44:1.55],1,0.998,0.82
Molecule_4470,-0.89,[-1.38:-0.4],1,0.529,0.625
Molecule_4471,8.01,[6.35:9.67],0,0.409,0.309
Molecule_4473,2.19,[2.16:2.22],1,0.998,0.978
Molecule_4474,2.12,[2.09:2.15],1,0.998,0.976
Molecule_4475,1.09,[1.06:1.12],1,0.998,0.974
Molecule_4476,3.13,[3.09:3.17],1,0.998,0.94
Molecule_4477,0.85,[0.85:0.89],1,0.998,0.9
Molecule_4478,7.22,[6.32:8.12],0,0.348,0.463
Molecule_4479,0.5,[-0.55:1.55],1,0.591,0.517
Molecule_4480,1.68,[1.44:2],1,0.646,0.774
Molecule_4481,7.53,[7.19:7.87],1,0.638,0.7
Molecule_4482,7.87,[7.38:8.44],1,0.677,0.622
Molecule_4483,6,[5.89:6.11],1,0.998,0.842
Molecule_4484,1.16,[-0.05:2.21],1,0.441,0.411
Molecule_4485,6.33,[5.07:7.59],0,0.44,0.416
Molecule_4487,4.72,[3.57:5.87],1,0.586,0.463
Molecule_4488,6,[5.89:6.11],1,0.998,0.866
Molecule_4489,0.24,[0.19:0.29],1,0.998,0.83
Molecule_4490,-0.56,[-1.26:0.14],1,0.393,0.529
Molecule_4491,-4.07,[-5.06:-3.08],0,0.386,0.455
Molecule_4492,0.94,[0.22:1.66],1,0.559,0.53
Molecule_4493,5.49,[3.64:7.34],0,0.349,0.265
Molecule_4494,2.5,[2.46:2.54],1,0.998,0.952
Molecule_4495,1.9,[1.86:1.94],1,0.998,0.932
Molecule_4496,-3,[-4.25:-2],0,0.324,0.358
Molecule_4497,4.13,[3.87:4.39],1,0.662,0.777
Molecule_4498,-0.41,[-0.43:-0.39],1,0.998,0.905
Molecule_4499,3.1,[3.07:3.13],1,0.998,0.987
Molecule_4500,3.59,[3.56:3.62],1,0.998,0.902
Molecule_4501,-0.69,[-1.68:0.2],1,0.274,0.407
Molecule_4502,4.14,[4.1:4.14],1,0.998,0.858
Molecule_4503,4.35,[4.26:4.44],1,0.998,0.764
Molecule_4504,8.99,[8.68:9],1,0.998,0.656
Molecule_4505,3.03,[2.95:3.09],1,0.998,0.852
Molecule_4506,7.7,[6.15:9.49],1,0.655,0.364
Molecule_4507,0.83,[0.24:1.42],1,0.502,0.568
Molecule_4508,1.09,[1.04:1.14],1,0.998,0.961
Molecule_4509,3.56,[3.5:3.62],1,0.998,0.934
Molecule_4510,2.72,[2.69:2.75],1,0.998,0.943
Molecule_4511,1.83,[1.82:1.84],1,0.998,0.952
Molecule_4512,-4.6,[-5.5:-3.6],0,0.369,0.435
Molecule_4513,3.56,[3.48:3.57],1,0.998,0.859
Molecule_4514,6.1,[6:6.1],1,0.998,0.769
Molecule_4515,1.9,[1.83:1.9],1,0.998,0.77
Molecule_4516,3.46,[3.4:3.52],1,0.998,0.846
Molecule_4517,2.9,[2.86:2.94],1,0.998,0.926
Molecule_4518,2.96,[1.89:4.03],1,0.622,0.534
Molecule_4519,3.33,[2.45:4.21],1,0.509,0.582
Molecule_4520,4.01,[3.97:4.05],1,0.998,0.948
Molecule_4521,3.75,[3.7:3.8],1,0.998,0.849
Molecule_4522,2.29,[2.27:2.31],1,0.998,0.948
Molecule_4524,0.81,[0.8:0.9],1,0.998,0.773
Molecule_4525,2.92,[2.9:3.01],1,0.998,0.796
Molecule_4526,2.81,[2.79:2.83],1,0.998,0.953
Molecule_4527,3.24,[3.15:3.25],1,0.998,0.818
Molecule_4528,2.81,[2.79:2.83],1,0.998,0.952
Molecule_4529,2.79,[2.71:2.87],1,0.998,0.846
Molecule_4530,3.53,[3.46:3.53],1,0.998,0.816
Molecule_4531,3.6,[3.57:3.63],1,0.999,0.989
Molecule_4532,-1.68,[-2.7:-0.66],1,0.495,0.49
Molecule_4533,3.35,[3.26:3.36],1,0.998,0.794
Molecule_4534,-3.66,[-3.69:-3.63],1,0.998,0.949
Molecule_4535,1.12,[-0.68:2.78],1,0.487,0.329
Molecule_4536,1,[0.69:1.33],1,0.555,0.679
Molecule_4537,1.43,[0.85:2.01],1,0.623,0.658
Molecule_4538,2.51,[1.99:3.03],1,0.52,0.625
Molecule_4539,4.67,[4.58:4.76],1,0.998,0.779
Molecule_4540,5,[4.95:5],1,0.998,0.834
Molecule_4541,3.82,[2.47:5.17],1,0.551,0.43
Molecule_4542,3.9,[3.85:3.95],1,0.998,0.873
Molecule_4543,1.95,[1.94:1.97],1,0.998,0.966
Molecule_4544,3.42,[3.37:3.42],1,0.998,0.884
Molecule_4545,3.43,[3.4:3.46],1,0.998,0.967
Molecule_4546,1.9,[1.88:1.93],1,0.998,0.929
Molecule_4547,1.32,[1.32:1.35],1,0.998,0.932
Molecule_4548,0.62,[0.56:0.68],1,0.998,0.886
Molecule_4549,2.15,[2.15:2.18],1,0.998,0.884
Molecule_4550,3.63,[3.61:3.65],1,0.998,0.981
Molecule_4551,0.91,[0.88:0.94],1,0.998,0.925
Molecule_4552,5.13,[5.07:5.14],1,0.998,0.813
Molecule_4553,4.23,[4.19:4.24],1,0.998,0.903
Molecule_4554,2.3,[2.03:2.57],1,0.756,0.794
Molecule_4555,2.69,[2.66:2.72],1,0.998,0.982
Molecule_4556,2.11,[1.93:2.29],1,0.998,0.726
Molecule_4557,3.98,[3.58:4.38],1,0.542,0.685
Molecule_4558,1.8,[1.74:1.86],1,0.998,0.943
Molecule_4560,0.56,[0.52:0.56],1,0.998,0.942
Molecule_4561,4.62,[4.61:4.62],1,0.998,0.969
Molecule_4562,3.85,[3.42:4.28],1,0.583,0.668
Molecule_4564,2.15,[2.13:2.17],1,0.998,0.962
Molecule_4565,3.53,[3.49:3.57],1,0.998,0.932
Molecule_4566,2.96,[2.93:2.99],1,0.998,0.977
Molecule_4567,4.2,[4.14:4.26],1,0.998,0.859
Molecule_4568,2.27,[2.27:2.29],1,0.998,0.937
Molecule_4569,-0.05,[-0.1:0],1,0.998,0.848
Molecule_4570,0.91,[0.87:0.95],1,0.998,0.921
Molecule_4571,0.41,[-0.14:0.96],1,0.679,0.688
Molecule_4572,2.15,[2.12:2.18],1,0.998,0.934
Molecule_4573,-0.72,[-0.73:-0.72],1,0.998,0.988
Molecule_4574,-0,[-0.02:0.02],1,0.998,0.83
Molecule_4575,0.62,[0.49:0.75],1,0.998,0.765
Molecule_4576,-0.5,[-0.68:-0.32],1,0.998,0.753
Molecule_4577,0.8,[0.76:0.84],1,0.998,0.933
Molecule_4578,5.28,[4.4:6.16],1,0.659,0.604
Molecule_4579,-0.66,[-0.67:-0.65],1,0.998,0.981
Molecule_4580,-0.64,[-0.64:-0.6],1,0.998,0.887
Molecule_4581,5.47,[4.41:6.37],1,0.603,0.502
Molecule_4582,0.11,[0.07:0.15],1,0.998,0.87
Molecule_4583,3.23,[1.5:4.96],1,0.536,0.353
Molecule_4584,5.97,[5.21:6.5],1,0.655,0.67
Molecule_4585,4.4,[4.2:4.6],1,0.998,0.86
Molecule_4586,5.49,[5.4:5.58],1,0.998,0.893
Molecule_4587,5.18,[5.12:5.19],1,0.998,0.89
Molecule_4588,0.93,[0.93:0.98],1,0.998,0.858
Molecule_4589,2.34,[2.31:2.34],1,0.998,0.88
Molecule_4590,2.12,[2.12:2.16],1,0.998,0.878
Molecule_4591,4.68,[2.8:6.87],0,0.291,0.213
Molecule_4592,-2.11,[-2.32:-1.87],1,0.622,0.768
Molecule_4593,6.83,[5.99:7.67],0,0.463,0.511
Molecule_4594,1.45,[1.41:1.45],1,0.998,0.883
Molecule_4595,2.08,[1.47:2.69],1,0.523,0.599
Molecule_4596,8,[6.08:9.92],0,0.341,0.226
Molecule_4597,2.27,[2.22:2.32],1,0.998,0.934
Molecule_4598,1.94,[1.91:1.97],1,0.998,0.973
Molecule_4599,0.7,[0.66:0.74],1,0.998,0.886
Molecule_4600,-0.35,[-0.36:-0.34],1,0.998,0.967
Molecule_4601,2.91,[2.9:3.1],1,0.998,0.705
Molecule_4602,1.17,[1.13:1.21],1,0.998,0.862
Molecule_4603,3.88,[3.77:3.88],1,0.998,0.724
Molecule_4604,1.59,[1.55:1.63],1,0.998,0.803
Molecule_4605,2.76,[0.95:4.57],1,0.599,0.362
Molecule_4606,2.66,[2.64:2.68],1,0.998,0.952
Molecule_4607,2.88,[2.86:2.9],1,0.998,0.958
Molecule_4608,4.75,[4.7:4.8],1,0.998,0.862
Molecule_4609,1.52,[1.11:1.9],1,0.698,0.719
Molecule_4611,0.29,[0.29:0.32],1,0.998,0.881
Molecule_4612,0.41,[0.41:0.44],1,0.998,0.912
Molecule_4613,2.2,[2.06:2.34],1,0.998,0.773
Molecule_4614,-0.02,[-0.09:0.05],1,0.998,0.766
Molecule_4615,2.27,[2.19:2.41],1,0.998,0.775
Molecule_4616,2.86,[2.82:2.9],1,0.998,0.91
Molecule_4617,5.17,[5.08:5.17],1,0.998,0.791
Molecule_4618,3.23,[3.18:3.28],1,0.998,0.927
Molecule_4619,3.31,[3.3:3.32],1,0.998,0.993
Molecule_4620,3.48,[3.35:3.49],1,0.998,0.763
Molecule_4621,2.7,[2.67:2.73],1,0.998,0.916
Molecule_4622,2.1,[2.07:2.13],1,0.998,0.941
Molecule_4623,3.48,[3.45:3.51],1,0.998,0.971
Molecule_4624,1.42,[1.4:1.44],1,0.998,0.934
Molecule_4625,1.58,[1.58:1.62],1,0.998,0.923
Molecule_4626,1.68,[1.64:1.72],1,0.998,0.924
Molecule_4627,2.01,[1.98:2.04],1,0.998,0.974
Molecule_4628,1.85,[1.82:1.88],1,0.998,0.937
Molecule_4629,0.22,[0.21:0.4],1,0.998,0.722
Molecule_4630,2.36,[2.3:2.42],1,0.998,0.913
Molecule_4631,2.45,[2.42:2.48],1,0.998,0.977
Molecule_4632,1.59,[0.33:2.85],1,0.482,0.439
Molecule_4633,4.34,[3.46:5.07],1,0.597,0.551
Molecule_4634,6.31,[6.07:6.5],0,0.282,0.543
Molecule_4635,2.93,[1.47:4.39],1,0.534,0.392
Molecule_4636,1.06,[-0.22:2.34],0,0.285,0.353
Molecule_4637,2.8,[2.77:2.8],1,0.998,0.901
Molecule_4638,-0.81,[-1.33:-0.29],1,0.492,0.628
Molecule_4639,3.55,[2.9:4.2],1,0.541,0.572
Molecule_4640,5.27,[4.15:6.39],1,0.52,0.487
Molecule_4641,3.12,[3.09:3.12],1,0.998,0.962
Molecule_4642,1.26,[1.24:1.28],1,0.998,0.975
Molecule_4643,5.03,[4.98:5.03],1,0.998,0.855
Molecule_4644,4.82,[4.76:4.88],1,0.998,0.911
Molecule_4645,0.89,[0.89:0.93],1,0.998,0.884
Molecule_4646,2.75,[2.72:2.78],1,0.998,0.984
Molecule_4647,1.96,[1.94:1.98],1,0.998,0.99
Molecule_4648,5.56,[5.52:5.6],1,0.998,0.912
Molecule_4649,1.53,[0.95:2.1],1,0.413,0.572
Molecule_4650,4.5,[4.49:4.51],1,0.998,0.935
Molecule_4651,4.25,[4.21:4.29],1,0.998,0.937
Molecule_4652,4.11,[4.1:4.16],1,0.998,0.909
