Superclass,my_class,total_count,measured_count,potent_frac,CASRN,PREFERRED_NAME,IUPAC_NAME,log POD (95% CI),uhat,dJ,training log POD,all reported log POD
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['647-42-7'],['2-(Perfluorohexyl)ethanol'],"['3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctan-1-ol']","0.97 [-0.54, 1.64]",2.176964547,0.33,0.97,0.97
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['2284-51-7'],"['N-Dodecyl-2,2,3,3,4,4,4-heptafluorobutanamide']","['N-Dodecyl-2,2,3,3,4,4,4-heptafluorobutanamide']","0.98 [-1.09, 2.26]",3.354310822,0.65,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['307-96-0'],['Butyl perfluorooctanoate'],['Butyl pentadecafluorooctanoate'],"0.98 [-1.32, 2.21]",3.5278667,0.6,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['165457-57-8'],['Methyl perfluorohexadecanoate'],['Methyl hentriacontafluorohexadecanoate'],"0.99 [-1.16, 2.59]",3.747497649,0.58,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['24151-81-3'],"[""N,N'-(1,2-Phenylene)bis(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanamide)""]","[""N,N'-(1,4-Phenylene)bis(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanamide)""]","1.01 [-1.12, 2.68]",3.800039326,0.62,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['1513863-81-4'],['N-[3-(Dimethylamino)propyl]-perfluoropentadecanamide'],[nan],"1.02 [-1.25, 2.60]",3.851307186,0.59,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['105988-39-4'],['N-Perfluoropelargonoyldopamine'],[nan],"1.02 [-1.34, 2.58]",3.920481792,0.68,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['174495-83-1'],"[""N,N'-bis(Perfluorononanoyl)1,6-hexanediamine""]","[""N,N'-(Hexane-1,6-diyl)bis(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanamide)""]","1.04 [-1.12, 2.68]",3.791608967,0.62,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['155286-99-0'],"['Pentapotassium 6,9,12-tris(carboxylatomethyl)-3-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl)-3,6,9,12,15-pentaazaheptadecane-1,17-dioate']","['Pentapotassium 6,9,12-tris(carboxylatomethyl)-3-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl)-3,6,9,12,15-pentaazaheptadecane-1,17-dioate']","1.05 [-1.17, 2.87]",4.034140085,0.67,,
Organohalogen compounds,Alkyl fluorides,444,9,0.09684684684684684,['68298-72-6'],"['2-Propenoic acid, 2-methyl-, 2-[[[[5-[[[2-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]ethoxy]carbonyl]amino]-2-methylphenyl]amino]carbonyl]oxy]propyl ester']","['2-[({5-[({2-[Ethyl(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl)amino]ethoxy}carbonyl)amino]-2-methylphenyl}carbamoyl)oxy]propyl 2-methylprop-2-enoate']","1.05 [-1.24, 2.82]",4.05730554,0.73,,
