Seed,Model,fold,MAE,MdAE,RMSE,R2,Algorithm,Features
8,MLR_maccs,3,0.6415099125563711,0.5292846977356431,0.8695107894296459,0.4092670785235982,MLR,MACCS fingerprint
8,MLR_maccs,4,0.6787111601000189,0.5095172048071066,0.9043226165614447,0.3537697315440881,MLR,MACCS fingerprint
8,MLR_maccs,5,0.606310119051329,0.477858531221087,0.8285802095776909,0.4698442112593665,MLR,MACCS fingerprint
8,MLR_maccs,6,0.6258748100330207,0.49900432203910383,0.8468541283929025,0.38882867829429,MLR,MACCS fingerprint
8,MLR_maccs,7,0.6370882510535374,0.4982297287391886,0.8588820194377647,0.36606959906830205,MLR,MACCS fingerprint
8,MLR_maccs,8,0.6437915355987149,0.5260731822655131,0.847240603792468,0.4028092194753332,MLR,MACCS fingerprint
8,MLR_maccs,9,0.70517280964628,0.5408260694414093,0.9466463985757951,0.3580032524727801,MLR,MACCS fingerprint
8,MLR_morgan-512,0,0.7226048080507418,0.5937506429917168,0.9709809223818672,0.32554200601522243,MLR,MORGAN fingerprint
8,MLR_morgan-512,1,0.6668429740610323,0.5825552940922583,0.8366909043781763,0.3673154406604715,MLR,MORGAN fingerprint
8,MLR_morgan-512,2,0.6335917403384543,0.4495612973245233,0.912988947366359,0.3323478090079539,MLR,MORGAN fingerprint
8,MLR_morgan-512,3,0.6276560825659564,0.4485962037247946,0.8246457536644743,0.46865563642892216,MLR,MORGAN fingerprint
8,MLR_morgan-512,4,0.6929726259116669,0.5780000629144855,0.9167957277716285,0.33582018528584767,MLR,MORGAN fingerprint
8,MLR_morgan-512,5,0.6349823379982815,0.5326455235102121,0.81318789957446,0.4893583780458248,MLR,MORGAN fingerprint
8,MLR_morgan-512,6,0.5716029207386469,0.4454951032884169,0.7454085904465949,0.5264841330486416,MLR,MORGAN fingerprint
8,MLR_morgan-512,7,0.6252485727931457,0.503076703773891,0.8011719465852423,0.44839775478871524,MLR,MORGAN fingerprint
8,MLR_morgan-512,8,0.663536923679904,0.5651594509115547,0.8337985066311955,0.42160863816045346,MLR,MORGAN fingerprint
8,MLR_morgan-512,9,0.6477269800249866,0.5166872170084376,0.840718374915354,0.4936412338350876,MLR,MORGAN fingerprint
8,MLR_rdkit,0,0.6735310821613394,0.585618848926083,0.9007083381956368,0.41963411117252747,MLR,RDKIT descriptors
8,MLR_rdkit,1,0.663824404351479,0.5367622009220234,0.8337877923620782,0.3716983438187511,MLR,RDKIT descriptors
8,MLR_rdkit,2,0.669186241751329,0.4848072431383663,0.9513986627082355,0.274989474124137,MLR,RDKIT descriptors
8,MLR_rdkit,3,0.612669277099563,0.48658921304966896,0.8173220984257373,0.47805143646702075,MLR,RDKIT descriptors
8,MLR_rdkit,4,0.6489297908672835,0.45862867368533555,0.9020886826437615,0.35695853295996705,MLR,RDKIT descriptors
8,MLR_rdkit,5,0.5997733389416489,0.48107906922918797,0.792729120049316,0.5147293566254663,MLR,RDKIT descriptors
8,MLR_rdkit,6,0.5663790945723935,0.4714504752453157,0.7079346136159346,0.5728975687175136,MLR,RDKIT descriptors
8,MLR_rdkit,7,0.610420218287327,0.5020008568919938,0.804020130085469,0.44446886785228235,MLR,RDKIT descriptors
8,MLR_rdkit,8,0.6155824939961678,0.506510006109893,0.7832280818015874,0.48964065333212536,MLR,RDKIT descriptors
8,MLR_rdkit,9,0.6448341365060578,0.5271383555929503,0.8866054580175544,0.4368578236487296,MLR,RDKIT descriptors
8,NN_cddd,0,0.6557900816287365,0.5394713623767666,0.8986731442451138,0.42225387753910326,NN,CDDD embedding
8,NN_cddd,1,0.5554590998040976,0.46727225456508314,0.6974731304147339,0.560344912645091,NN,CDDD embedding
8,NN_cddd,2,0.5920715542624841,0.496575745144368,0.8063253043086469,0.4792373637676719,NN,CDDD embedding
8,NN_cddd,3,0.5317925476785883,0.3740079803845293,0.7276236843262496,0.5863291887624467,NN,CDDD embedding
